   ,crm_7405f         ,crm_7078              ,crm_5599          ,crm_5351          ,crm_7289
124,845.4082426666513 ,131.80728398039378    ,607.9247294594581 ,                  ,
125,854.388922321165  ,132.0738217061808     ,600.6469530285631 ,                  ,
126,863.6485779222602 ,132.36578403707676    ,595.6323331490887 ,                  ,
127,887.7019833865323 ,132.594171056114      ,591.7199341578056 ,                  ,
128,898.5366167362439 ,132.92271259059643    ,586.526300872611  ,                  ,
129,907.7575613922579 ,133.24617427521244    ,580.6895922657538 ,                  ,
130,920.6404159964436 ,133.47547061285684    ,574.4929626564016 ,                  ,
131,935.8779654237776 ,133.73473490895105    ,568.3981724037477 ,                  ,
132,930.9599853369128 ,132.32615577758403    ,553.03500871395   ,                  ,
133,816.4575112313494 ,129.9589551378003     ,330.20032205175687,                  ,
134,936.2267123724039 ,130.11890294469566    ,533.248394441199  ,                  ,
135,948.0534419339176 ,130.43712308019423    ,650.8134997350464 ,                  ,
136,953.2786421917034 ,130.7798085672301     ,653.1923305808027 ,                  ,
137,959.3712709995958 ,131.11029225033974    ,646.7346145745764 ,                  ,
138,966.0279532859136 ,131.45944102713847    ,641.8149135249212 ,                  ,
139,972.1533182444837 ,131.81552821552725    ,636.9503518382239 ,                  ,
140,979.7339339035749 ,132.1501996727762     ,629.7861490014207 ,                  ,
141,986.4958070786804 ,132.46491979191222    ,625.2695468179344 ,                  ,
142,992.82146124319   ,132.77722773355842    ,623.8417371694476 ,                  ,
143,998.9070926067897 ,133.087224406158      ,619.9449174940698 ,                  ,
144,1005.1902571985383,133.39621272627565    ,614.5570807169197 ,                  ,
145,1022.7966690911612,133.68568668417376    ,609.5715029264436 ,                  ,
146,1030.620379655722 ,133.95757589996794    ,605.2960982817829 ,                  ,
147,1032.6946438070358,134.2362246232945     ,599.8058129678634 ,                  ,
148,1025.8200705164923,134.50671602874172    ,589.8637928130665 ,                  ,
149,986.5765108332619 ,131.8604272436667     ,248.0181485981142 ,                  ,
150,1021.0587649883902,129.29287409860189    ,0.0               ,                  ,
151,983.0795283164596 ,127.51278884486803    ,668.5909046658303 ,                  ,
152,1029.4434346000098,127.77165034353001    ,1205.2057715697545,                  ,
153,1059.8701195561187,128.12812071123693    ,1253.1454775230566,                  ,
154,1044.9046572775362,125.75513477652866    ,1216.5355208647634,                  ,
155,994.1394898136339 ,123.35872929247299    ,1003.9924943297056,                  ,
156,1019.4422413678243,123.9154296277356     ,1100.0838536995784,                  ,
157,1000.8424404526904,0.0                   ,1196.7328174117074,                  ,
158,971.0464694231498 ,0.0                   ,1094.3894657524738,                  ,
159,1018.8135128124215,125.09340047354668    ,1106.9388917869264,                  ,
160,1042.4345822365558,125.59850004096234    ,1135.6351375763913,                  ,
161,1030.8687548743874,126.06872678994299    ,1123.515689439625 ,                  ,
162,1046.5437081806633,126.57749250682222    ,1107.8367464225623,                  ,
163,1072.8582029668664,127.17616714217962    ,1093.4234367352406,                  ,
164,1066.1723496887105,127.79879024462156    ,1077.1024403094489,                  ,
165,1049.836826051443 ,128.38387574062568    ,1065.3982394222558,                  ,
166,1065.9588484931405,128.915634582471      ,1056.5102563060072,                  ,
167,1072.4770581834573,129.38073127994696    ,1041.2776854087383,                  ,
168,1083.120190008767 ,129.83537779578495    ,1025.1741021401172,                  ,
169,1070.5435650969914,130.26908064792758    ,1010.3545080341656,                  ,
170,1070.4190420807133,130.6780922104916     ,995.8554033724358 ,                  ,
171,1069.8626981403613,131.1158217928837     ,981.4363499425197 ,                  ,
172,1108.996966191277 ,131.5196682703441     ,964.5896257253416 ,                  ,
173,1125.8161282024485,132.00876065381212    ,948.9184719758371 ,                  ,
174,1128.5365829084185,132.57517231516306    ,935.3371857165612 ,                  ,
175,1129.6032157069708,133.14113013134389    ,922.0824417890815 ,                  ,
176,1138.5062074001462,133.71909325288462    ,910.131458423324  ,                  ,
177,1143.6876327829789,134.28712709710203    ,898.6700264835833 ,                  ,
178,1140.9214527670665,134.83511625864085    ,887.8334106843299 ,                  ,
179,1156.6715084197012,135.47171397399117    ,887.0359299246154 ,                  ,
180,1148.114170818792 ,135.982245699495      ,872.0842700938961 ,                  ,
181,1154.0708541911254,136.4977677386273     ,856.0415511899381 ,                  ,
182,1183.706523956717 ,137.03179132737796    ,845.0661306217462 ,                  ,
183,1199.2649753845988,137.53300498647695    ,835.9275068003092 ,                  ,
184,1205.932009651011 ,138.27177667857026    ,827.1204298544528 ,                  ,
185,1209.5150267279464,138.75446395653196    ,819.3938537634    ,                  ,
186,1221.305290579419 ,139.24699989076083    ,811.0484425685436 ,                  ,
187,1226.4575168212887,139.57044733169073    ,797.1835644330454 ,                  ,
188,1122.1475104325384,138.95430534290836    ,733.5873528792089 ,                  ,
189,1224.408344069745 ,139.3496889992445     ,748.9768445786247 ,                  ,
190,1229.1688463715834,139.72883888158614    ,766.8501203579065 ,                  ,
191,1201.382639077466 ,138.55719187202726    ,695.0796761857735 ,                  ,
192,1142.702417646984 ,136.3161672059879     ,666.1671589791704 ,                  ,
193,929.6823403886013 ,0.0                   ,285.0298093801335 ,                  ,
194,1132.649051161702 ,134.26359454391775    ,726.1175784961874 ,                  ,
195,1123.5103078058391,132.380920874142      ,1255.7869941238016,                  ,
196,1116.85113360352  ,132.55040254369746    ,1266.7593350812922,                  ,
197,1144.355312477001 ,133.26967460248446    ,1252.3216740379876,                  ,
198,1162.1129037128967,134.19409636789342    ,1277.5878148386787,                  ,
199,1217.3235714121324,134.75803920475386    ,1281.8722256688773,                  ,
200,1224.5986480463064,176.47769442017372    ,1004.1284044962925,0.0               ,
201,1193.3581221748273,267.24716032573997    ,997.7045018849578 ,0.0               ,
202,1175.8144224099592,268.5393251770191     ,913.3380320247156 ,0.0               ,
203,1135.2235362650986,270.1709223913397     ,900.162515730867  ,0.0               ,
204,1162.8153848346383,272.6425461627481     ,940.0397831242456 ,0.0               ,
205,1201.4709852579642,275.16634905017696    ,933.1846168803679 ,0.0               ,
206,1211.0594256812162,277.8073005869676     ,920.2303493065167 ,0.0               ,
207,1222.559374669941 ,280.36781217310386    ,907.3936966777379 ,0.0               ,
208,1223.0757302724587,282.04665614526897    ,886.3091130210355 ,0.0               ,
209,1177.684100530071 ,281.5071565358903     ,770.1042521806505 ,0.0               ,
210,1132.3233255358464,282.2023339733181     ,776.5606151970236 ,0.0               ,
211,1214.2525382078204,284.59396406391056    ,843.6973993449776 ,0.0               ,
212,1214.8246294442292,286.9750770680205     ,834.8786878257724 ,0.0               ,
213,1199.944064978007 ,288.56608774283427    ,766.2847752212859 ,0.0               ,
214,1161.125163419349 ,290.3369472314977     ,762.1038231517068 ,0.0               ,
215,1193.685726721391 ,292.7416684245741     ,799.9625069434467 ,0.0               ,
216,1236.1153969168267,295.2086829497521     ,796.3069668796887 ,0.0               ,
217,1227.7285764105814,295.3291564724087     ,772.4621946214888 ,0.0               ,
218,1160.722125073367 ,291.7653964156567     ,588.3677524631058 ,0.0               ,
219,1074.911106736536 ,290.6833153761504     ,766.1488899238793 ,0.0               ,
220,1191.7580069795451,292.5130906235658     ,915.6465578809391 ,0.0               ,
221,1221.302858593233 ,294.6600655697192     ,923.5782735087681 ,0.0               ,
222,1227.1400656646251,296.80536351413895    ,917.0376176406863 ,0.0               ,
223,1239.5834875625114,298.8783953410352     ,908.8897182547129 ,0.0               ,
224,1247.8466312709027,300.8456273754454     ,898.0241585605627 ,0.0               ,
225,1255.7042199546725,302.6237594431707     ,887.9004513403357 ,0.0               ,
226,1260.449691611328 ,304.44241078767305    ,876.5097191960775 ,0.0               ,
227,1270.1002052186068,306.47704573569104    ,864.5240636205876 ,0.0               ,
228,1267.3365552037508,308.5316065379707     ,856.0666173545744 ,0.0               ,
229,1264.8898677411455,310.348596763242      ,844.6470611423347 ,576.3203366648113 ,
230,1264.7217356501587,312.12506018358545    ,828.3231747237912 ,819.9850738128815 ,
231,1263.8589601124183,314.4758480902913     ,818.850132908457  ,865.5672935571773 ,
232,1250.5165345726496,142.70920001303875    ,807.3896999009398 ,874.6253263131518 ,
233,1234.7591397251558,0.0                   ,790.5240110921679 ,843.2248958962061 ,
234,1220.6509894506667,0.0                   ,774.814652835177  ,843.6230918995424 ,
235,1203.549694197312 ,0.0                   ,759.6932134796317 ,839.5815444268865 ,
236,1187.8362489198432,0.0                   ,744.2894119450432 ,813.8363492729964 ,
237,1174.3419068498563,174.6331386216594     ,730.1108857075831 ,790.5277637836032 ,
238,1162.0060330228366,320.0729993610031     ,716.6332686321537 ,770.1460222285202 ,
239,1166.5378976822644,322.4567197501941     ,705.1084714554013 ,759.6533936533726 ,
240,1209.3394610938033,324.5024583769077     ,694.0440654462541 ,747.6635458790697 ,
241,1189.7910748594636,326.40909223902827    ,684.3182761841937 ,719.4443488447172 ,
242,1178.5758378791547,325.0886991214296     ,666.1297553825741 ,0.0               ,
243,535.9121086667031 ,143.79149875068074    ,391.20503085260293,0.0               ,
244,347.9898684360692 ,179.48425896755217    ,0.0               ,0.0               ,
245,387.05702082431003,324.43919814549173    ,346.05482405308106,817.2739087861532 ,
246,1036.4904181181873,326.74006689908305    ,799.8860859598617 ,798.9520472060351 ,
247,1106.3592858231593,328.9742158617068     ,796.9790007194989 ,792.1633779699632 ,
248,1120.6252759126128,331.12167468617713    ,796.604898766283  ,781.267663237867  ,
249,1129.7777534165837,333.2020727255501     ,795.7937986287512 ,767.1379538030437 ,
250,1119.469290896806 ,331.56957992749454    ,756.2017412240771 ,735.8809286831754 ,
251,660.8050333165562 ,143.9035053443705     ,411.8669921833518 ,0.0               ,
252,149.2457644325043 ,184.72894896440337    ,0.0               ,373.003739111921  ,
253,208.91436895263874,328.68371126039125    ,403.1578630018935 ,528.6477173932442 ,
254,1009.9934834327687,328.52909282036114    ,804.4802011399333 ,476.6937479470781 ,
255,807.3612117194408 ,142.02546653002395    ,782.8318550797309 ,517.5899087307452 ,
256,441.15838747381656,185.96421393883796    ,766.4235192216873 ,420.27177343652704,
257,1864.0564056819203,329.15118135418254    ,788.6770548012379 ,516.0402152110358 ,
258,1962.8001168009691,331.0677335714772     ,835.9032150986945 ,510.99556954674927,
259,1963.3462310119605,333.01184023632936    ,829.3135767982569 ,513.1749391370606 ,
260,1948.8826437946582,334.9310749704469     ,814.8869620062233 ,495.04680926975567,
261,1935.4612413084997,336.85310749170856    ,800.8278189072644 ,492.1062285297574 ,
262,1881.3605733563265,336.59514908045634    ,716.8973866468464 ,421.1378482075896 ,
263,1772.7116218124074,337.037742930789      ,721.6618516991348 ,466.5224694702641 ,
264,1848.6757907829178,338.9057927011972     ,773.3981930610246 ,495.01925432805734,
265,1908.2949173014458,340.82191778922595    ,766.0333455980117 ,483.87297052290256,
266,1904.567018757897 ,342.8978096470064     ,762.0734932574817 ,477.632208906224  ,
267,1893.072401484807 ,344.9242614443265     ,762.2773591406617 ,477.8787598736448 ,
268,1889.9381249500452,346.6004802749694     ,760.9103688040477 ,478.97734046653227,
269,1889.429756430552 ,348.05441094850744    ,765.1509044932258 ,489.3860995075769 ,
270,1895.535599593854 ,349.516054202125      ,752.5231730160594 ,474.443392789409  ,
271,1870.2479729939216,350.95797682345915    ,733.7150599323513 ,476.56280432550506,
272,1858.4525134555415,352.35517776086976    ,723.7306134559301 ,471.3775405506648 ,
273,1849.3993145120662,353.7437511164766     ,714.37099042995   ,473.7870873330217 ,
274,1842.9621664320196,355.1354933120573     ,706.5799553990291 ,473.35175845432803,
275,1833.541015238965 ,356.4770519287982     ,704.2667974238967 ,472.19222019617416,
276,1824.929715779684 ,357.9564912709633     ,703.2815464596979 ,467.02152561362624,
277,1816.8443102292222,359.2612007576935     ,697.5285962233197 ,467.2868938260793 ,
278,1806.456039940597 ,360.3501861933978     ,688.7049667264769 ,463.5935732627943 ,
279,1806.029405415967 ,361.4563395467021     ,680.115916674936  ,464.98293141044945,
280,1826.1232205072158,362.5764220390997     ,672.8672522983957 ,462.86314114556234,
281,1849.9632525819277,363.69832762965933    ,665.694714610601  ,452.49509404262204,
282,1842.770614410645 ,364.77313505116274    ,658.6608438376661 ,459.223223908299  ,
283,1839.5568833955763,365.8199063785339     ,652.0793706247587 ,461.4498567911503 ,
284,1829.0126089361356,366.8149457836309     ,640.9096822184136 ,461.81505965016595,
285,1820.502910973446 ,368.14381302545314    ,636.9964052268776 ,462.6680802473158 ,
286,1815.7813150412485,369.2927222737072     ,638.9976864277021 ,463.77980787421166,
287,1810.0260040210865,370.1946321025566     ,636.846748010456  ,459.4836599630723 ,
288,1803.1825475565668,371.2203912698413     ,633.1818403532029 ,457.41604350684577,
289,1796.087617649296 ,372.29550164199094    ,626.3297486274145 ,459.98687237422763,
290,1787.0955768148817,373.2679667570758     ,620.065272783829  ,459.71290631483987,
291,1771.5146211833362,373.9355353634197     ,622.2473810999626 ,459.51829274619877,
292,1760.8870666212292,374.49574506103534    ,614.5628398069578 ,452.6086095867852 ,
293,1756.7027767217492,375.16495039484187    ,605.3329813614827 ,458.1871975749256 ,
294,1736.2819600996575,373.6354011302584     ,546.072613047247  ,450.4242652551622 ,
295,1686.0735198703562,372.30525722075123    ,517.0908208487801 ,453.0640091335035 ,
296,1636.9615418377302,369.130699926334      ,543.6708684204191 ,424.09476668704804,
297,1583.4594945899094,363.1932360586517     ,394.3105395366597 ,373.42954989624883,
298,1434.665918492731 ,360.5759184482971     ,470.7599368241091 ,461.74837082834966,
299,1576.3732756742618,358.5551545350924     ,673.4312483771038 ,378.48563640267776,
300,1068.4777009578595,338.6279539890507     ,488.76683965667115,452.97203053298404,230.93851171556975
301,540.2937952267671 ,385.0473536894086     ,417.9779333766402 ,429.9913642170672 ,231.55690234725887
302,539.4699051662697 ,796.6683231154032     ,319.20393349516564,439.31927229404647,249.67225553803257
303,628.7794181118406 ,810.2752244719956     ,473.6829290157218 ,498.9934030035571 ,248.9774442534346
304,634.4925699600344 ,809.5655817145013     ,470.1673626994571 ,497.7171778634896 ,246.5513190727537
305,637.0500860380532 ,807.6862109015444     ,467.105250839029  ,491.0036264026739 ,246.44475462280454
306,639.223732234251  ,812.0302714939241     ,464.96282769445185,491.7563303508556 ,246.47572670750446
307,642.7165655889294 ,804.1623625327591     ,460.3763977523945 ,493.18622646515087,246.5783043863585
308,645.7246866894736 ,795.5838162449269     ,456.23084633510115,495.25958232137657,245.9188756056147
309,648.5463108630238 ,751.4929099314602     ,452.5807513351044 ,494.16577232254906,245.2159941513136
310,643.395310354714  ,399.1229349186926     ,439.3795922978385 ,490.6692052176735 ,235.10823934514917
311,555.4615896530092 ,698.2025475543333     ,386.3046138725681 ,458.14560812403846,244.9356582165812
312,618.4629508368168 ,835.5802128863694     ,446.8754178564075 ,491.23779860281604,244.23518629531338
313,651.2160725606312 ,655.7922517269697     ,440.85920872617686,490.09415058925646,238.99877355017634
314,618.1836659124606 ,810.4907989106055     ,365.316282885417  ,475.6816625840281 ,243.04830327281488
315,654.1743269479098 ,813.4610318703794     ,436.973146380187  ,489.9946176745523 ,242.84002328658937
316,658.1112915640397 ,809.8276098726562     ,431.87740521170076,490.4940786985294 ,241.97302025924483
317,660.4787544087891 ,807.7649556546121     ,429.1188447243222 ,488.88909358946864,241.53665721666647
318,663.1189234948207 ,809.7701963220128     ,425.5644475273515 ,488.670770946748  ,241.44362947716922
319,666.4818046682855 ,820.7948308147528     ,421.71334433134655,489.49326635637885,242.16556854568302
320,671.9211122279619 ,817.9294494380931     ,426.67469125508535,492.82321292912604,240.80869581918296
321,674.3171482964314 ,812.0014408194512     ,414.5794881347498 ,489.49180160608046,240.61295278922307
322,675.8422430458796 ,822.4356534161517     ,411.93952673182764,489.88580199736805,241.25767937274213
323,680.9594727989452 ,821.8359643721672     ,409.06687520666793,492.8835118086649 ,241.05308984850637
324,683.6844280719286 ,803.9081458452565     ,406.5145586512065 ,492.32264814554816,240.26089394288402
325,680.6250546796857 ,792.1558900810647     ,412.2754054720101 ,488.90135579202956,239.5935142737166
326,677.8562956827393 ,793.3136296179194     ,413.6866808293403 ,485.96916405658385,239.57348740495775
327,677.7419767170754 ,805.273338575387      ,408.97456376983195,485.6667525514539 ,231.8446945289512
328,680.0777290987274 ,808.4530796961194     ,405.6454170778133 ,461.0174806776864 ,239.2804138184067
329,680.5281729688495 ,810.1195611167461     ,404.78397588671817,484.9525952667999 ,238.2490083703736
330,681.3177528740762 ,805.3078501492924     ,401.5201733982412 ,482.1673174802876 ,237.7655798973276
331,682.5370486178535 ,820.3301072745307     ,398.6966966054536 ,481.58473130506235,238.01798624300574
332,688.2522990370685 ,820.4036534781202     ,396.3548434041194 ,483.3071667226109 ,238.13783486330948
333,690.7858077063024 ,853.8739981322155     ,393.93416121328755,484.5388267869903 ,238.02357604629103
334,701.0820409070138 ,911.1586953579165     ,391.03015713387583,484.96758648779826,238.8043511045857
335,717.7485906969566 ,902.5706757062385     ,388.34096915715304,488.1684832375022 ,238.31936568623303
336,720.3750459391974 ,895.1769441073288     ,383.9364633563577 ,487.2905679344451 ,237.36356910307967
337,722.9481505298924 ,887.415870694269      ,383.31850055486836,484.9330456745445 ,237.72559661136978
338,725.1307439321595 ,875.3249959838136     ,380.71620241873836,486.8331074280504 ,237.1489595524305
339,726.6281088720201 ,864.2963146904741     ,377.8475086756762 ,485.82191495393084,237.15032977126927
340,728.0005018864586 ,853.6246277056216     ,374.49312452879263,486.61190590128933,236.56166251408644
341,729.0900980832484 ,813.8248259750253     ,361.05738632568114,484.3326871440004 ,236.00467103924868
342,723.9406247028683 ,332.12254383922027    ,250.5471673412304 ,230.5420315011439 ,235.7036581871812
343,614.5454898190526 ,483.08832178236446    ,0.0               ,479.5847535309013 ,234.93376658035822
344,690.3037438591484 ,519.1232499486188     ,714.5464831588432 ,475.2845063554214 ,234.21492878079346
345,694.6230126126795 ,756.2391702129353     ,878.203781945306  ,472.54618046352215,233.2098049013098
346,697.0335760767468 ,746.4547711512017     ,882.1219061721263 ,469.88090701131404,233.1293195969153
347,696.01492522717   ,750.0209437377374     ,888.041553400051  ,470.0946241780478 ,233.1000332878712
348,697.8993642835928 ,772.6922990355578     ,899.9831755467413 ,468.87494549831194,233.15922209521773
349,698.7460858572208 ,827.512693269729      ,803.238541646873  ,465.54917848813693,233.08720796457408
350,704.6454773442198 ,580.504174543038      ,783.6049117056173 ,461.09450875607024,240.07698189333286
351,695.2783523241114 ,573.5202018389225     ,775.3561193694369 ,478.94860190890563,239.84477336649994
352,687.5392043060723 ,569.2787571696572     ,771.5925889569165 ,473.5009093643587 ,239.86330178480358
353,680.3346492844116 ,563.5313022729986     ,762.2971752248901 ,468.9685814301306 ,239.8206258491478
354,672.7369918174877 ,555.6286023162689     ,753.3951670478623 ,464.33693634068845,239.83901312120042
355,664.6150074426673 ,555.2670950287405     ,745.197304004281  ,460.0080238839757 ,239.44064834465732
356,657.8479955323539 ,558.792287982057      ,731.8560449877    ,454.4097288801713 ,239.38019919987545
357,651.5351880545929 ,564.8257811611695     ,716.4798936708484 ,449.91188623438825,239.6338102744877
358,645.1740866733398 ,574.5777689055374     ,789.8647969975261 ,446.38586121469086,237.21361735354992
359,640.0283021855198 ,798.3822615957088     ,780.9470778756004 ,436.97689839975226,232.2782956135385
360,640.9379562392478 ,795.393233823101      ,773.4972988955136 ,422.67628617621364,232.2437442103672
