DATEPRD   ,X5351 ,X7289 ,X7405f ,X7078  ,X5599
2013-07-15,837.4 ,0     ,0      ,0      ,581.97
2013-07-16,827.69,0     ,0      ,0      ,575.33
2013-07-17,824.01,0     ,0      ,0      ,572.78
2013-07-18,822.86,0     ,0      ,0      ,571.98
2013-07-19,818.02,0     ,0      ,0      ,568.38
2013-07-20,818.74,0     ,0      ,0      ,569.04
2013-07-21,816.6 ,0     ,0      ,0      ,567.41
2013-07-22,105.65,0     ,0      ,0      ,31.36
2013-07-23,745.71,0     ,0      ,0      ,0
2013-07-24,770.67,0     ,0      ,17.85  ,5.71
2013-07-25,695.39,0     ,0      ,725    ,216.41
2013-07-26,776.09,0     ,0      ,891.48 ,217.37
2013-07-27,779.72,0     ,0      ,886.42 ,437.17
2013-07-28,7.18  ,0     ,0      ,56.01  ,14.8
2013-07-29,65.68 ,0     ,0      ,123.59 ,66.02
2013-07-30,670.4 ,0     ,0      ,1032.38,547.52
2013-07-31,324.71,0     ,0      ,190.35 ,59.32
2013-08-01,0     ,0     ,0      ,0      ,0
2013-08-02,0     ,0     ,0      ,0      ,0
2013-08-03,318.64,0     ,0      ,590.09 ,313.04
2013-08-04,736.95,0     ,0      ,1066.46,521.18
2013-08-05,769.73,0     ,0      ,1059.61,533.55
2013-08-06,777.23,0     ,0      ,1070.45,540.26
2013-08-07,788.24,0     ,0      ,1069.96,547.92
2013-08-08,783.12,0     ,0      ,1062.22,544.36
2013-08-09,775.86,0     ,0      ,1074   ,539.32
2013-08-10,777.26,0     ,0      ,1070.3 ,540.29
2013-08-11,764.87,0     ,0      ,1054.09,531.82
2013-08-12,758.25,0     ,0      ,1038.69,527.03
2013-08-13,765.06,0     ,0      ,1050.89,531.69
2013-08-14,768.65,0     ,0      ,1044.55,534.08
2013-08-15,763.75,0     ,0      ,1044.6 ,530.29
2013-08-16,777.62,0     ,0      ,1075.73,540.4
2013-08-17,765.66,0     ,0      ,1088.86,531.72
2013-08-18,767.88,0     ,0      ,1041.92,533.77
2013-08-19,795.06,0     ,0      ,1047.06,552.66
2013-08-20,783.49,0     ,0      ,1024.24,544.62
2013-08-21,768.84,0     ,0      ,1050.43,534.43
2013-08-22,775.82,0     ,0      ,1045.41,528.12
2013-08-23,762.29,0     ,0      ,1038.88,529.89
2013-08-24,759.95,0     ,0      ,1030.14,528.26
2013-08-25,756.32,0     ,0      ,1029.58,525.74
2013-08-26,750.96,0     ,0      ,1030.05,522.01
2013-08-27,813.18,0     ,0      ,697.86 ,565.25
2013-08-28,701.65,0     ,0      ,0      ,487.72
2013-08-29,705.38,0     ,0      ,0      ,490.27
2013-08-30,714.74,0     ,0      ,0      ,496.78
2013-08-31,720.45,0     ,0      ,0      ,500.71
2013-09-01,720.93,0     ,0      ,0      ,501
2013-09-02,748.74,0     ,0      ,15.16  ,520.46
2013-09-03,754.75,0     ,0      ,940.96 ,524.59
2013-09-04,759.66,0     ,0      ,969.43 ,528.03
2013-09-05,773.9 ,0     ,0      ,1016.4 ,414.29
2013-09-06,767.82,0     ,0      ,1156.84,260.2
2013-09-07,764.48,0     ,0      ,1150.65,258.92
2013-09-08,760.03,0     ,0      ,1140.41,257.43
2013-09-09,764.55,0     ,0      ,1109.4 ,259.06
2013-09-10,749.17,0     ,0      ,1118.97,253.66
2013-09-11,737.77,0     ,0      ,1102.58,249.96
2013-09-12,586.5 ,0     ,0      ,809.9  ,204.82
2013-09-13,218.49,0     ,0      ,0      ,0
2013-09-14,27.93 ,0     ,0      ,329.15 ,38.35
2013-09-15,545.87,0     ,0      ,982.21 ,434.55
2013-09-16,479.48,0     ,0      ,947.47 ,397.03
2013-09-17,628.31,0     ,0      ,1042   ,494.2
2013-09-18,284.01,0     ,0      ,474.31 ,198.18
2013-09-19,0     ,0     ,0      ,0      ,0
2013-09-20,326.59,0     ,0      ,642.66 ,184.8
2013-09-21,655.17,0     ,0      ,309.88 ,123.62
2013-09-22,574.57,0     ,0      ,1034.51,383.41
2013-09-23,625.99,0     ,0      ,1074.59,492.62
2013-09-24,656.48,0     ,0      ,1142.53,408.26
2013-09-25,659.55,0     ,0      ,1107.51,410.28
2013-09-26,661.93,0     ,0      ,1124.52,411.89
2013-09-27,491.73,0     ,0      ,299.46 ,64.36
2013-09-28,799.2 ,0     ,0      ,380.03 ,206.41
2013-09-29,665.7 ,0     ,0      ,1158.6 ,367.22
2013-09-30,681.42,0     ,0      ,1194.95,375.93
2013-10-01,681.02,0     ,0      ,1195.94,375.71
2013-10-02,711.35,0     ,0      ,1249.05,295.03
2013-10-03,707.63,0     ,0      ,1245.28,293.47
2013-10-04,705.9 ,0     ,0      ,1242.87,292.86
2013-10-05,714.35,0     ,0      ,1235.41,296.71
2013-10-06,718.46,0     ,0      ,1256.2 ,298.71
2013-10-07,714.08,0     ,0      ,1251.09,298.45
2013-10-08,709.59,0     ,0      ,1251.81,295.29
2013-10-09,702.19,0     ,0      ,1256.98,292.16
2013-10-10,703.99,0     ,0      ,1271.99,292.9
2013-10-11,311.95,0     ,0      ,655.2  ,163.08
2013-10-12,44.93 ,0     ,0      ,362.61 ,99.76
2013-10-13,615.54,0     ,0      ,1178.27,279.17
2013-10-14,671.85,0     ,0      ,1183.06,279.23
2013-10-15,683.09,0     ,0      ,1198.75,280.73
2013-10-16,680.85,0     ,0      ,1197.21,283.09
2013-10-17,692.36,0     ,0      ,1198.18,288.49
2013-10-18,685.23,0     ,0      ,1215.93,284.86
2013-10-19,679.92,0     ,0      ,1221.59,282.54
2013-10-20,691.96,0     ,0      ,1210.15,287.52
2013-10-21,678.86,0     ,0      ,1218.52,282.06
2013-10-22,686.85,0     ,0      ,1219.97,285.59
2013-10-23,687.36,0     ,0      ,1221.28,285.87
2013-10-24,686.11,0     ,0      ,1250.87,286.93
2013-10-25,687.65,0     ,0      ,1249.12,286.03
2013-10-26,685.92,0     ,0      ,1236.82,285.36
2013-10-27,675.02,0     ,0      ,1219.94,280.98
2013-10-28,0     ,0     ,0      ,250.93 ,141.14
2013-10-29,0     ,0     ,0      ,557.18 ,181.22
2013-10-30,193.53,0     ,0      ,414.96 ,153.26
2013-10-31,633.57,0     ,0      ,1197.34,276.81
2013-11-01,677.68,0     ,0      ,1212.36,281.1
2013-11-02,11.09 ,0     ,0      ,1252.76,289.26
2013-11-03,5.75  ,0     ,0      ,773.31 ,204.44
2013-11-04,565.18,0     ,0      ,1155.15,56.86
2013-11-05,678.85,0     ,0      ,1180.75,0
2013-11-06,647.62,0     ,0      ,1127.93,0
2013-11-07,623.9 ,0     ,0      ,1164.19,148.58
2013-11-08,670.56,0     ,0      ,1186.6 ,259.94
2013-11-09,661.81,0     ,0      ,1174.61,256.51
2013-11-10,659.87,0     ,0      ,1201.41,255.68
2013-11-11,673.1 ,0     ,0      ,1257.28,228.51
2013-11-12,707.48,0     ,0      ,1167.56,273.47
2013-11-13,699.29,0     ,0      ,1150.55,271.33
2013-11-14,707.27,0     ,0      ,1162.76,274.55
2013-11-15,714.35,0     ,0      ,1172.19,277.47
2013-11-16,721.6 ,0     ,0      ,1185.38,280.21
2013-11-17,701.5 ,0     ,0      ,1156.62,272.16
2013-11-18,701.07,0     ,0      ,1155.28,272.09
2013-11-19,688.24,0     ,0      ,1145.31,267.04
2013-11-20,705.48,0     ,0      ,1222.99,273.73
2013-11-21,706.16,0     ,0      ,1245.11,274.09
2013-11-22,715.3 ,0     ,0      ,1213.11,277.75
2013-11-23,705.39,0     ,0      ,1216.54,273.88
2013-11-24,699.92,0     ,0      ,1232.91,271.59
2013-11-25,700.29,0     ,0      ,1227.25,271.85
2013-11-26,702.39,0     ,0      ,1200.78,272.84
2013-11-27,701.55,0     ,0      ,1202.03,272.37
2013-11-28,700.53,0     ,0      ,1193.42,271.91
2013-11-29,696.45,0     ,0      ,1196.26,270.19
2013-11-30,698.99,0     ,0      ,1253.95,271.16
2013-12-01,700.13,0     ,0      ,1274.74,271.62
2013-12-02,644.52,0     ,0      ,1326.29,281.46
2013-12-03,642.92,0     ,0      ,1314.55,280.77
2013-12-04,623.26,0     ,0      ,1340.01,271.96
2013-12-05,609.47,0     ,0      ,1306.06,264.79
2013-12-06,321.16,0     ,0      ,605.59 ,106.82
2013-12-07,577.46,0     ,0      ,1166.9 ,251.57
2013-12-08,605.97,0     ,0      ,1170.31,264.78
2013-12-09,308.67,0     ,0      ,590.11 ,105.28
2013-12-10,37.17 ,0     ,0      ,780.7  ,154.42
2013-12-11,0     ,0     ,0      ,62.69  ,0
2013-12-12,56.35 ,0     ,0      ,1096.97,209.17
2013-12-13,111.55,0     ,0      ,364.15 ,135.68
2013-12-14,460.84,0     ,0      ,1023.24,215.12
2013-12-15,552.54,0     ,0      ,1086.49,208.64
2013-12-16,627.43,0     ,0      ,1228.17,253.67
2013-12-17,649.17,0     ,0      ,1276.23,284.01
2013-12-18,629   ,0     ,0      ,1311.5 ,275.19
2013-12-19,628.24,0     ,0      ,1306.85,274.85
2013-12-20,388.08,0     ,0      ,916.69 ,151.55
2013-12-21,589.05,0     ,0      ,1149.7 ,259.98
2013-12-22,632.5 ,0     ,0      ,1268.29,276.48
2013-12-23,628.71,0     ,0      ,1300.33,274.74
2013-12-24,628.16,0     ,0      ,1332.52,274.49
2013-12-25,646.65,0     ,0      ,1321.87,282.76
2013-12-26,534.96,0     ,0      ,1133.69,240.71
2013-12-27,262.78,0     ,0      ,648.24 ,154.55
2013-12-28,615.33,0     ,0      ,1219.26,268.24
2013-12-29,627.72,0     ,0      ,1240.64,273.76
2013-12-30,626.64,0     ,0      ,1269.54,273.25
2013-12-31,529.54,0     ,0      ,973.43 ,239.21
2014-01-01,604.44,0     ,0      ,1199.06,276.25
2014-01-02,631.61,0     ,0      ,1327.31,275.19
2014-01-03,619.46,0     ,0      ,1296.68,232.87
2014-01-04,358.71,0     ,0      ,753.22 ,171.12
2014-01-05,32.57 ,0     ,0      ,287.7  ,51.31
2014-01-06,523.11,0     ,0      ,1109.93,260.47
2014-01-07,620.74,0     ,0      ,1202.73,269.88
2014-01-08,647.63,0     ,0      ,1218.19,281.94
2014-01-09,632.21,0     ,0      ,1241.32,275.23
2014-01-10,633.44,0     ,0      ,1253.36,275.86
2014-01-11,630.81,0     ,0      ,1279.02,274.6
2014-01-12,628.08,0     ,0      ,1276.71,273.45
2014-01-13,633.9 ,0     ,0      ,1289.27,275.89
2014-01-14,618.13,0     ,0      ,1311.79,269.08
2014-01-15,600.53,0     ,0      ,1274.05,213.77
2014-01-16,604.43,351.05,0      ,1250.06,203.72
2014-01-17,619.14,485.34,0      ,1297.07,269.91
2014-01-18,593.68,513.12,0      ,1282.74,83.39
2014-01-19,568.99,497.55,0      ,1231.07,0
2014-01-20,580.12,469.59,0      ,1236.35,0
2014-01-21,570.78,479.09,0      ,1245.46,0
2014-01-22,597.45,495.13,0      ,1296.27,0
2014-01-23,623.72,430.23,0      ,1352.45,0
2014-01-24,594.99,409.09,0      ,1296.83,23.51
2014-01-25,651.77,443.84,0      ,653.96 ,111.81
2014-01-26,527.7 ,360.8 ,0      ,1138.27,146.41
2014-01-27,526.02,362.03,0      ,1128.83,152.65
2014-01-28,555.86,377.77,0      ,1185.93,71.22
2014-01-29,241.01,0     ,0      ,473.89 ,3.99
2014-01-30,0     ,0     ,0      ,0      ,0
2014-01-31,415.55,0     ,0      ,1162.85,253.72
2014-02-01,563.55,356.46,0      ,1182.42,242.4
2014-02-02,578.73,338.4 ,0      ,1324.83,249.21
2014-02-03,581.16,336   ,0      ,1353.04,250.29
2014-02-04,578.4 ,325.52,0      ,1362.32,249.14
2014-02-05,580.14,312.16,0      ,1355.11,249.99
2014-02-06,195.27,117.66,0      ,336.75 ,129.54
2014-02-07,0     ,0     ,0      ,0      ,0
2014-02-08,506.83,381.23,0      ,140.99 ,37.32
2014-02-09,562.95,373.59,0      ,1165.83,246.21
2014-02-10,299.48,334.24,0      ,117.82 ,25.89
2014-02-11,308.34,262.69,0      ,0      ,0
2014-02-12,433.55,334.29,0      ,953.58 ,227.19
2014-02-13,597.34,369.51,0      ,1196.82,261.34
2014-02-14,607.85,348.32,0      ,1237.04,265.94
2014-02-15,600.91,337.97,0      ,1219.55,219.14
2014-02-16,609.6 ,308.48,0      ,1237.45,266.27
2014-02-17,616.6 ,262.46,0      ,1234.86,269.76
2014-02-18,332.49,134.26,0      ,649.74 ,188.33
2014-02-19,597.13,301.33,0      ,1081.91,266.53
2014-02-20,624.9 ,281.26,0      ,1230.32,273.39
2014-02-21,631.46,255.93,0      ,1248.17,276.26
2014-02-22,640.73,252.46,0      ,1241.05,280.32
2014-02-23,629.14,250.86,0      ,1243.91,275.25
2014-02-24,631.65,278.48,0      ,1210.72,276.34
2014-02-25,615.86,268.59,0      ,1223.99,269.44
2014-02-26,615.02,265.37,0      ,1223.72,269.07
2014-02-27,609.92,259.99,0      ,1209.75,266.84
2014-02-28,617.13,251.09,0      ,1208.28,270
2014-03-01,600.87,242.16,0      ,1188.83,262.88
2014-03-02,600.82,239.92,0      ,1200.67,262.86
2014-03-03,616.36,236.48,0      ,1199.47,270.42
2014-03-04,604.97,226.36,0      ,1194.84,264.68
2014-03-05,609.49,232.62,0      ,1178.12,266.65
2014-03-06,613.41,230.65,0      ,1189.71,268.37
2014-03-07,595.48,231.96,0      ,1216.72,260.52
2014-03-08,591.15,229.4 ,0      ,1332.15,258.63
2014-03-09,594.86,227.01,0      ,1306.23,260.25
2014-03-10,534.84,261.49,0      ,1326.01,258.2
2014-03-11,529.99,264.28,0      ,1329.45,255.86
2014-03-12,526.6 ,264.46,0      ,1309.27,254.22
2014-03-13,543.99,254.96,0      ,1319.73,255.14
2014-03-14,542.98,257.13,0      ,1310.19,253.39
2014-03-15,543.6 ,255.09,0      ,1324.86,253.68
2014-03-16,538.68,248.63,0      ,1307.78,251.39
2014-03-17,541.75,248.22,0      ,1309.6 ,252.82
2014-03-18,535.24,244.88,0      ,1272.58,249.78
2014-03-19,539.1 ,236.67,0      ,1284.05,203.75
2014-03-20,547.51,225.45,0      ,1308.95,240.81
2014-03-21,540.7 ,229.31,0      ,1294.7 ,252.33
2014-03-22,302.51,192.31,0      ,598.56 ,155.75
2014-03-23,432.1 ,267.64,0      ,940.92 ,220.76
2014-03-24,106.91,24.01 ,0      ,246.43 ,89.41
2014-03-25,9.81  ,178.5 ,0      ,219.97 ,48.29
2014-03-26,486.84,72.79 ,0      ,1172.89,269
2014-03-27,164.78,197.56,0      ,497.54 ,89.6
2014-03-28,401.02,295.02,0      ,179.61 ,20.58
2014-03-29,140.74,190.24,0      ,357.54 ,103.6
2014-03-30,487.12,343.28,0      ,1111.8 ,234.42
2014-03-31,530.62,232.99,0      ,1261.62,247.62
2014-04-01,528.32,244.15,0      ,1260.09,246.51
2014-04-02,529.68,243.97,0      ,1262.15,247.15
2014-04-03,531.58,244.72,0      ,1266.28,248.03
2014-04-04,539.14,248.08,0      ,1280.31,206.64
2014-04-05,539.2 ,245.44,0      ,1286.67,210.29
2014-04-06,401.1 ,183.67,0      ,925.83 ,171.1
2014-04-07,428.03,208.02,0      ,52.88  ,12.44
2014-04-08,543.96,240.57,0      ,1040.68,198.5
2014-04-09,573.63,249.1 ,0      ,1217.92,209.39
2014-04-10,294.4 ,220.07,0      ,985.07 ,202.46
2014-04-11,585.5 ,251.02,0      ,1259.32,213.71
2014-04-12,584.55,249.52,0      ,1254.79,213.39
2014-04-13,577.19,246.85,0      ,1250.18,210.65
2014-04-14,584.55,247.48,0      ,1245.44,215.16
2014-04-15,577.68,247.69,0      ,1256.97,210.76
2014-04-16,576.69,247.99,0      ,1248.98,210.38
2014-04-17,583.62,250.07,0      ,1267.54,213
2014-04-18,578   ,247.18,0      ,1256.91,210.99
2014-04-19,578.95,251.39,0      ,1283.57,211.19
2014-04-20,574.74,251   ,0      ,1284.97,209.66
2014-04-21,575.45,248.55,0      ,1261.85,169.26
2014-04-22,555.35,237.41,631.47 ,1206.79,137.8
2014-04-23,581.4 ,217.96,1166.46,1278.99,151.04
2014-04-24,714.49,192.44,1549.81,833.38 ,200.67
2014-04-25,589.96,247.23,1248.7 ,1294.23,163.06
2014-04-26,583.71,244.07,1345.78,1280.42,173.54
2014-04-27,584.82,243.12,1349.56,1266.17,213.48
2014-04-28,582.58,245.97,1345.61,1295.64,212.63
2014-04-29,554.65,238.06,1279.46,1267.79,202.33
2014-04-30,539.32,230.51,1225.62,1256.92,196.8
2014-05-01,532.62,229.21,1212.9 ,1349.88,194.26
2014-05-02,530.32,227.49,1074.04,1350.61,193.48
2014-05-03,529.07,225.58,1044.17,1342.36,193.05
2014-05-04,523.92,224.74,970.2  ,1344.44,191.08
2014-05-05,544.38,258.38,946.12 ,1318.46,199.63
2014-05-06,535.8 ,254.05,1002.83,1292.56,196.51
2014-05-07,533.97,252.47,925.31 ,1281.25,195.86
2014-05-08,262.96,261.88,913.86 ,1156.6 ,105.51
2014-05-09,0     ,348.6 ,176.8  ,493.47 ,0
2014-05-10,107.31,253.83,944.19 ,1206.07,0
2014-05-11,469.42,231.51,823.41 ,1111.36,94.4
2014-05-12,479.16,224.81,769.01 ,1089.83,175.82
2014-05-13,481.15,223.23,740.8  ,1108.5 ,177.92
2014-05-14,487.45,225.84,713.24 ,1120.87,180.26
2014-05-15,456.34,210.63,743.83 ,1051.71,64.25
2014-05-16,450.38,210.13,736.09 ,1069.25,0
2014-05-17,455.79,232.87,782.88 ,1065.51,0
2014-05-18,455.57,225.92,834.68 ,1060.68,0
2014-05-19,450.86,220.88,788.8  ,1070.94,0
2014-05-20,454.02,222.58,783.06 ,1039.28,0
2014-05-21,454.45,221.78,743.77 ,1051.25,0
2014-05-22,459.04,223.49,735.41 ,1056.25,0
2014-05-23,463.91,224.58,742.89 ,1067.53,0
2014-05-24,468   ,224.8 ,746.54 ,1079.36,0
2014-05-25,469.68,218.49,750.57 ,1102.34,1.3
2014-05-26,448.28,195.66,727.26 ,1057.78,144.14
2014-05-27,449.19,201.53,715.5  ,1063.17,164.82
2014-05-28,416.03,231.07,695.01 ,1087.43,189.1
2014-05-29,418.28,234.29,698.77 ,1096.32,190.12
2014-05-30,420.8 ,237.1 ,704.08 ,1111.83,191.25
2014-05-31,428.87,241.19,715.93 ,1134.99,194.94
2014-06-01,431.47,243.64,724.21 ,1152.6 ,196.08
2014-06-02,325.75,221.03,459.83 ,1068.24,194.41
2014-06-03,411.55,239.71,715.1  ,1109.18,194.94
2014-06-04,421.75,237.3 ,706.8  ,1109.98,193.38
2014-06-05,445.16,255.67,677.29 ,1178.62,204.21
2014-06-06,445.36,256   ,690.38 ,1180.81,204.19
2014-06-07,448.72,257.84,694.3  ,1199.75,205.56
2014-06-08,452.13,256.49,690.7  ,1197.7 ,205.52
2014-06-09,509.65,288.87,238.45 ,1349.24,231.66
2014-06-10,451.41,255.7 ,647.11 ,1189.09,205.19
2014-06-11,452.56,254.83,745.92 ,1172.31,205.71
2014-06-12,451.89,253.87,804.85 ,1175.15,205.41
2014-06-13,503.1 ,239.97,818.89 ,1116.79,193.5
2014-06-14,495.05,236.57,781.21 ,1102.45,190.4
2014-06-15,496.1 ,236.55,786.16 ,1104.3 ,190.81
2014-06-16,500.94,232.51,757.43 ,1120.89,192.67
2014-06-17,489.91,231.91,726.5  ,1156.42,188.43
2014-06-18,486.9 ,229.52,723.96 ,1160.01,187.27
2014-06-19,483.72,225.7 ,715.28 ,1147.01,186.05
2014-06-20,482.36,226.71,710.62 ,1146.84,185.52
2014-06-21,478.49,225.72,708.04 ,1146.08,184.04
2014-06-22,474.22,223.97,702.73 ,1136.02,182.39
2014-06-23,466.36,219.8 ,695.74 ,1117.48,179.37
2014-06-24,440.96,226.23,658.27 ,1169.41,187.64
2014-06-25,462.73,231.36,576.35 ,1199.09,196.91
2014-06-26,183.67,127.49,369.83 ,660.56 ,120.5
2014-06-27,296.83,205.56,418.45 ,964.21 ,173.73
2014-06-28,394.59,225.63,588.96 ,1119.75,186.58
2014-06-29,432.02,220.34,571.88 ,1107.66,187.26
2014-06-30,442.64,226.06,512.52 ,1141   ,191.87
2014-07-01,439.06,226.89,563.26 ,1109.35,186.83
2014-07-02,439.09,226.6 ,564.26 ,1109.15,186.85
2014-07-03,439.5 ,226.34,565.09 ,1110.91,187.02
2014-07-04,435.95,225.47,563.73 ,1111.67,185.51
2014-07-05,435.23,225.66,563.46 ,1107.58,185.2
2014-07-06,434.67,225.73,563.38 ,1098.4 ,184.96
2014-07-07,442.68,229.33,522    ,1110.52,188.38
2014-07-08,445.32,230.15,523.33 ,1104.61,189.5
2014-07-09,443.92,230.38,521.97 ,1100.81,188.9
2014-07-10,450.92,233.28,490.49 ,1109.35,191.88
2014-07-11,452.35,232.53,491.71 ,1106.42,192.49
2014-07-12,443.73,231.65,488.44 ,1120.08,188.82
2014-07-13,442.05,229.51,481.59 ,1109.35,188.11
2014-07-14,436.1 ,226.01,492.02 ,1091.38,185.57
2014-07-15,444.23,233.07,476.08 ,1117.68,189.03
2014-07-16,441.15,231.68,466.34 ,1110.34,187.73
2014-07-17,440.9 ,231.08,463.64 ,1102.21,187.62
2014-07-18,437.73,229.48,459.37 ,1095.2 ,186.27
2014-07-19,436.95,229.08,458.09 ,1094.58,185.94
2014-07-20,380.77,155.38,290.87 ,1063.56,191.61
2014-07-21,414.84,133.54,487.33 ,1047.69,191.45
2014-07-22,446.27,224.19,468.63 ,1047.04,189.9
2014-07-23,442.19,221.77,465.25 ,1037.74,188.17
2014-07-24,447.69,223.21,466.58 ,1051.17,190.51
2014-07-25,444.29,225.33,464.22 ,1056.31,189.06
2014-07-26,441.5 ,223.58,458.9  ,1044.72,186.07
2014-07-27,444.28,225.86,460.83 ,1052.32,189.06
2014-07-28,440.93,225.28,457.95 ,1047.4 ,187.63
2014-07-29,437.53,224.12,481.51 ,1040.16,186.18
2014-07-30,418.68,214.87,489.43 ,997.38 ,153.93
2014-07-31,355.48,196.37,375.93 ,1255.25,181.66
2014-08-01,357.69,195.54,378.38 ,1268.08,183.95
2014-08-02,359.24,195.23,379.41 ,1267.54,184.75
2014-08-03,357.55,194.31,377.42 ,1261.33,183.88
2014-08-04,363.53,197.66,417.98 ,1280.23,186.96
2014-08-05,350.83,190.7 ,507.75 ,1236.61,180.42
2014-08-06,350.44,198.4 ,469.73 ,1242.96,180.22
2014-08-07,334.33,187.32,521.26 ,1182.78,174.56
2014-08-08,332.25,186.52,518.32 ,1179.46,173.47
2014-08-09,330.84,187.39,493.37 ,1175.77,170.15
2014-08-10,326.08,184.07,509.21 ,1163.78,170.25
2014-08-11,336.92,191.07,351.8  ,1205.65,175.91
2014-08-12,340.72,194.74,287.03 ,1214.29,175.23
2014-08-13,339.33,194.89,278.58 ,1222.62,174.51
2014-08-14,341.09,192.77,297.19 ,1229.06,175.42
2014-08-15,342.15,191.43,297.33 ,1235.28,175.96
2014-08-16,340.59,190.63,296.2  ,1229.35,175.16
2014-08-17,340.72,190.59,296.12 ,1231.86,175.23
2014-08-18,338.4 ,189.16,293.35 ,1227.95,174.03
2014-08-19,4.3   ,22.97 ,0      ,79.31  ,10.2
2014-08-20,0     ,0     ,0      ,0      ,0
2014-08-21,0     ,0     ,0      ,0      ,0
2014-08-22,0     ,0     ,0      ,0      ,0
2014-08-23,0     ,0     ,0      ,0      ,0
2014-08-24,0     ,0     ,0      ,0      ,0
2014-08-25,155.58,0     ,0      ,740.85 ,108.65
2014-08-26,332.73,0     ,0      ,583.1  ,187.4
2014-08-27,358.23,0     ,0      ,521.8  ,184.6
2014-08-28,290.24,0     ,0      ,589.54 ,190.17
2014-08-29,374.02,0     ,0      ,516.94 ,193.79
2014-08-30,368.61,0     ,0      ,481.7  ,189.57
2014-08-31,377.32,0     ,0      ,469.7  ,194.05
2014-09-01,369.58,0     ,0      ,488.42 ,190.07
2014-09-02,419.29,29.63 ,0      ,610.72 ,210.77
2014-09-03,305.75,228.09,103.77 ,1123.32,188.01
2014-09-04,327.3 ,212.27,290.3  ,1319.35,175.62
2014-09-05,335.43,211.34,427.63 ,1258.26,172.51
2014-09-06,333.78,204.1 ,422.69 ,1245.86,174.27
2014-09-07,333.5 ,204.01,412.14 ,1240.68,171.51
2014-09-08,333.06,197.29,410.96 ,1236.58,171.29
2014-09-09,331.54,201.45,409.11 ,1229.27,170.51
2014-09-10,332.39,197.29,389.68 ,1220.28,170.94
2014-09-11,326.65,190.35,380.29 ,1195.64,167.99
2014-09-12,338.03,196.46,391.22 ,1222.65,173.84
2014-09-13,336.76,193.51,391.65 ,1223.26,173.19
2014-09-14,331.91,188.87,384.47 ,1201.18,170.7
2014-09-15,339.41,191.73,342.35 ,1227.24,174.56
2014-09-16,335.78,187.78,338.88 ,1216.49,172.69
2014-09-17,333.27,185.33,344.5  ,1203.66,174
2014-09-18,333.09,196.95,333.55 ,1200.48,173.91
2014-09-19,331.24,195.59,329.6  ,1189.08,172.94
2014-09-20,340.08,200.91,358.2  ,1186.37,177.56
2014-09-21,333.29,196.86,377.72 ,1188.93,174.02
2014-09-22,333.16,196.96,356.65 ,1193.53,173.94
2014-09-23,338.89,198.19,354.31 ,1187.64,174.28
2014-09-24,337.74,197.56,338.53 ,1187.34,173.7
2014-09-25,338.79,197.98,324.9  ,1187.17,174.24
2014-09-26,338.8 ,197.89,324.95 ,1184.83,174.24
