DATEPRD   ,prod_X7405f,prod_X5599,prod_X5351,prod_X7289,in_X7405f,in_X7078,in_X5599,in_X5351,in_X7289,pres_X7405f     ,pres_X7078      ,pres_X5599,pres_X5351      ,pres_X7289      ,prod_X7078
2013-08-22,0          ,528.12    ,775.82    ,0         ,0        ,62.24   ,5376.76 ,3301.53 ,0       ,0               ,266.418783829787,0         ,246.96958375    ,0               ,1045.41
2013-08-23,0          ,529.89    ,762.29    ,0         ,0        ,59.27   ,5169.21 ,3108.34 ,0       ,0               ,266.416185625   ,0         ,247.074833333333,0               ,1038.88
2013-08-24,0          ,528.26    ,759.95    ,0         ,0        ,60.68   ,5321.33 ,3199.8  ,0       ,0               ,266.458694375   ,0         ,247.210764791667,0               ,1030.14
2013-08-25,0          ,525.74    ,756.32    ,0         ,0        ,60.86   ,5314.36 ,3195.62 ,0       ,0               ,266.633607083333,0         ,247.278666666667,0               ,1029.58
2013-08-26,0          ,522.01    ,750.96    ,0         ,0        ,61.34   ,5315.49 ,3196.3  ,0       ,0               ,266.756796666667,0         ,247.429722083333,0               ,1030.05
2013-08-27,0          ,565.25    ,813.18    ,0         ,0        ,38.36   ,5313.5  ,3195.11 ,0       ,0               ,267.301790652598,0         ,247.274987916667,0               ,697.86
2013-08-28,0          ,487.72    ,701.65    ,0         ,0        ,0       ,5562.8  ,3345.07 ,0       ,0               ,305.86095       ,0         ,247.08130375    ,0               ,0
2013-08-29,0          ,490.27    ,705.38    ,0         ,0        ,0       ,5331.64 ,3206.38 ,0       ,0               ,310.39454       ,0         ,247.600476458333,0               ,0
2013-08-30,0          ,496.78    ,714.74    ,0         ,0        ,0       ,5402.07 ,3248.69 ,0       ,0               ,312.75533       ,0         ,247.650583333333,0               ,0
2013-08-31,0          ,500.71    ,720.45    ,0         ,0        ,0       ,5359.91 ,3223.57 ,0       ,0               ,314.27239       ,0         ,247.462002291667,0               ,0
2013-09-01,0          ,501       ,720.93    ,0         ,0        ,0       ,5267.24 ,3168.17 ,0       ,0               ,315.37322       ,0         ,247.564175416667,0               ,0
2013-09-02,0          ,520.46    ,748.74    ,0         ,0        ,0.89    ,5232.33 ,3146.36 ,0       ,0               ,291.270713404808,0         ,248.042290416667,0               ,15.16
2013-09-03,0          ,524.59    ,754.75    ,0         ,0        ,54.05   ,5152.66 ,3098.7  ,0       ,0               ,276.028629375   ,0         ,247.880798541667,0               ,940.96
2013-09-04,0          ,528.03    ,759.66    ,0         ,0        ,57.78   ,5381.65 ,3236.23 ,0       ,0               ,270.215133541667,0         ,248.012975      ,0               ,969.43
2013-09-05,0          ,414.29    ,773.9     ,0         ,0        ,63.51   ,4426.52 ,3456.27 ,0       ,0               ,267.255129166667,0         ,248.047233125   ,0               ,1016.4
2013-09-06,0          ,260.2     ,767.82    ,0         ,0        ,81.73   ,3143.58 ,3877.39 ,0       ,0               ,262.949760416667,0         ,248.072418333333,0               ,1156.84
2013-09-07,0          ,258.92    ,764.48    ,0         ,0        ,82.15   ,3160.87 ,3900.99 ,0       ,0               ,262.643290416667,0         ,247.963447083333,0               ,1150.65
2013-09-08,0          ,257.43    ,760.03    ,0         ,0        ,81.66   ,3152.09 ,3889.88 ,0       ,0               ,262.698749583333,0         ,247.974006875   ,0               ,1140.41
2013-09-09,0          ,259.06    ,764.55    ,0         ,0        ,78.84   ,3147.96 ,3883.33 ,0       ,0               ,262.922841276596,0         ,247.952774166667,0               ,1109.4
2013-09-10,0          ,253.66    ,749.17    ,0         ,0        ,80.99   ,3139.56 ,3875.74 ,0       ,0               ,262.893574583333,0         ,247.925011458333,0               ,1118.97
2013-09-11,0          ,249.96    ,737.77    ,0         ,0        ,80.65   ,3126.29 ,3856.98 ,0       ,0               ,262.921036458333,0         ,247.883431458333,0               ,1102.58
2013-09-12,0          ,204.82    ,586.5     ,0         ,0        ,56.96   ,2463.14 ,2948.2  ,0       ,0               ,263.046512756894,0         ,248.277782619669,0               ,809.9
2013-09-13,0          ,0         ,218.49    ,0         ,0        ,0       ,0       ,1249.32 ,0       ,0               ,307.02934       ,0         ,260.187200790967,0               ,0
2013-09-14,0          ,38.35     ,27.93     ,0         ,0        ,50.97   ,1015.63 ,309.12  ,0       ,0               ,271.36067391201 ,0         ,268.894313283861,0               ,329.15
2013-09-15,0          ,434.55    ,545.87    ,0         ,0        ,69.69   ,5272.38 ,2768.34 ,0       ,0               ,263.558386875   ,0         ,249.593461458333,0               ,982.21
2013-09-16,0          ,397.03    ,479.48    ,0         ,0        ,58.4    ,4184.77 ,2741.6  ,0       ,0               ,261.930004721702,0         ,254.877297292616,0               ,947.47
2013-09-17,0          ,494.2     ,628.31    ,0         ,0        ,61.02   ,4948.5  ,3412.96 ,0       ,0               ,260.894115416667,0         ,248.324877708333,0               ,1042
2013-09-18,0          ,198.18    ,284.01    ,0         ,0        ,28.5    ,2036.5  ,1583.22 ,0       ,0               ,259.75889899737 ,0         ,250.017427943678,0               ,474.31
2013-09-19,0          ,0         ,0         ,0         ,0        ,0       ,0       ,0       ,0       ,0               ,0               ,0         ,0               ,0               ,0
2013-09-20,0          ,184.8     ,326.59    ,0         ,0        ,51.78   ,2546.07 ,2440.95 ,0       ,0               ,269.077561578324,0         ,256.749382540041,0               ,642.66
2013-09-21,0          ,123.62    ,655.17    ,0         ,0        ,17.86   ,1218.25 ,3502.51 ,0       ,0               ,265.402797966219,0         ,250.638263134451,0               ,309.88
2013-09-22,0          ,383.41    ,574.57    ,0         ,0        ,70.46   ,4465.6  ,3630.33 ,0       ,0               ,265.174510594831,0         ,250.523857291667,0               ,1034.51
2013-09-23,0          ,492.62    ,625.99    ,0         ,0        ,63.63   ,4988.28 ,3438.74 ,0       ,0               ,261.31378125    ,0         ,248.051898125   ,0               ,1074.59
2013-09-24,0          ,408.26    ,656.48    ,0         ,0        ,69.09   ,4742.58 ,3682.4  ,0       ,0               ,260.902136458333,0         ,247.7176575     ,0               ,1142.53
2013-09-25,0          ,410.28    ,659.55    ,0         ,0        ,66.64   ,4742.66 ,3681.47 ,0       ,0               ,262.002206041667,0         ,247.644034375   ,0               ,1107.51
2013-09-26,0          ,411.89    ,661.93    ,0         ,0        ,67.6    ,4756.8  ,3691.26 ,0       ,0               ,260.714548125   ,0         ,247.787210833333,0               ,1124.52
2013-09-27,0          ,64.36     ,491.73    ,0         ,0        ,17.92   ,841.38  ,2729    ,0       ,0               ,261.533762265372,0         ,186.940785057383,0               ,299.46
2013-09-28,0          ,206.41    ,799.2     ,0         ,0        ,20.69   ,2454.87 ,4035.42 ,0       ,0               ,263.970740165307,0         ,0               ,0               ,380.03
2013-09-29,0          ,367.22    ,665.7     ,0         ,0        ,70.99   ,4916.33 ,3783.79 ,0       ,0               ,253.090993958333,0         ,135.625828958333,0               ,1158.6
2013-09-30,0          ,375.93    ,681.42    ,0         ,0        ,69.16   ,4753.92 ,3658.38 ,0       ,0               ,255.17969625    ,0         ,247.9593075     ,0               ,1194.95
2013-10-01,0          ,375.71    ,681.02    ,0         ,0        ,83.62   ,5739.58 ,4416.94 ,0       ,0               ,258.3186425     ,0         ,248.5768675     ,0               ,1195.94
2013-10-02,0          ,295.03    ,711.35    ,0         ,0        ,73.75   ,5185.03 ,3896.04 ,0       ,0               ,258.250725416667,0         ,248.572084166667,0               ,1249.05
2013-10-03,0          ,293.47    ,707.63    ,0         ,0        ,68.73   ,4821.69 ,3623.19 ,0       ,0               ,258.209956382979,0         ,248.774375625   ,0               ,1245.28
2013-10-04,0          ,292.86    ,705.9     ,0         ,0        ,67.04   ,4701.97 ,3531.96 ,0       ,0               ,258.250813541667,0         ,248.957245625   ,0               ,1242.87
2013-10-05,0          ,296.71    ,714.35    ,0         ,0        ,66.59   ,4760.73 ,3571.88 ,0       ,0               ,258.238314375   ,0         ,248.932750208333,0               ,1235.41
2013-10-06,0          ,298.71    ,718.46    ,0         ,0        ,65.96   ,4668.85 ,3499.55 ,0       ,0               ,256.702533333333,0         ,248.908749375   ,0               ,1256.2
2013-10-07,0          ,298.45    ,714.08    ,0         ,0        ,68.52   ,4865.45 ,3627.85 ,0       ,0               ,256.550655106383,0         ,249.031791489362,0               ,1251.09
2013-10-08,0          ,295.29    ,709.59    ,0         ,0        ,69.01   ,4845.54 ,3628.73 ,0       ,0               ,256.513521458333,0         ,249.163180833333,0               ,1251.81
2013-10-09,0          ,292.16    ,702.19    ,0         ,0        ,67.91   ,4698.48 ,3519.17 ,0       ,0               ,256.047823333333,0         ,249.32436625    ,0               ,1256.98
2013-10-10,0          ,292.9     ,703.99    ,0         ,0        ,69.35   ,4753.26 ,3560.33 ,0       ,0               ,255.327409791667,0         ,249.467560208333,0               ,1271.99
2013-10-11,0          ,163.08    ,311.95    ,0         ,0        ,34.23   ,2536.03 ,1511.82 ,0       ,0               ,255.996377021322,0         ,250.389212252771,0               ,655.2
2013-10-12,0          ,99.76     ,44.93     ,0         ,0        ,24.02   ,1967.39 ,276.15  ,0       ,0               ,266.939265776391,0         ,272.76966820079 ,0               ,362.61
2013-10-13,0          ,279.17    ,615.54    ,0         ,0        ,69.04   ,4869.51 ,3345.97 ,0       ,0               ,254.627637083333,0         ,250.800522916667,0               ,1178.27
2013-10-14,0          ,279.23    ,671.85    ,0         ,0        ,67.47   ,4740.2  ,3554.36 ,0       ,0               ,254.656585833333,0         ,249.9154125     ,0               ,1183.06
2013-10-15,0          ,280.73    ,683.09    ,0         ,0        ,67.96   ,4737.67 ,3592.57 ,0       ,0               ,254.883114042553,0         ,249.584102708333,0               ,1198.75
2013-10-16,0          ,283.09    ,680.85    ,0         ,0        ,67.97   ,4783.94 ,3585.66 ,0       ,0               ,255.020831666667,0         ,249.859393333333,0               ,1197.21
2013-10-17,0          ,288.49    ,692.36    ,0         ,0        ,67.51   ,4838.12 ,3618.61 ,0       ,0               ,255.106886808511,0         ,249.686091041667,0               ,1198.18
2013-10-18,0          ,284.86    ,685.23    ,0         ,0        ,69.49   ,4845.53 ,3632.46 ,0       ,0               ,255.248716458333,0         ,249.751346666667,0               ,1215.93
2013-10-19,0          ,282.54    ,679.92    ,0         ,0        ,69.98   ,4818.02 ,3613.25 ,0       ,0               ,255.227733125   ,0         ,249.933551875   ,0               ,1221.59
2013-10-20,0          ,287.52    ,691.96    ,0         ,0        ,67.88   ,4800.31 ,3600.3  ,0       ,0               ,255.274311702128,0         ,249.79834       ,0               ,1210.15
2013-10-21,0          ,282.06    ,678.86    ,0         ,0        ,69.69   ,4801.95 ,3601.71 ,0       ,0               ,255.348513617021,0         ,249.52244875    ,0               ,1218.52
2013-10-22,0          ,285.59    ,686.85    ,0         ,0        ,69.08   ,4813.63 ,3607.8  ,0       ,0               ,255.4385375     ,0         ,249.572007291667,0               ,1219.97
2013-10-23,0          ,285.87    ,687.36    ,0         ,0        ,69.22   ,4823.07 ,3614.06 ,0       ,0               ,255.501907083333,0         ,249.613414791667,0               ,1221.28
2013-10-24,0          ,286.93    ,686.11    ,0         ,0        ,70.64   ,4823.41 ,3594.31 ,0       ,0               ,254.411035957447,0         ,249.629293829787,0               ,1250.87
2013-10-25,0          ,286.03    ,687.65    ,0         ,0        ,70.11   ,4778.62 ,3580.24 ,0       ,0               ,254.309252291667,0         ,249.592348541667,0               ,1249.12
2013-10-26,0          ,285.36    ,685.92    ,0         ,0        ,69.9    ,4800.71 ,3596.09 ,0       ,0               ,254.737018541667,0         ,249.712542708333,0               ,1236.82
2013-10-27,0          ,280.98    ,675.02    ,0         ,0        ,69.99   ,4798.5  ,3592.56 ,0       ,0               ,256.047878492804,0         ,250.212893158588,0               ,1219.94
2013-10-28,0          ,141.14    ,0         ,0         ,0        ,11.43   ,1913.51 ,0       ,0       ,0               ,259.63876493307 ,0         ,297.37234       ,0               ,250.93
2013-10-29,0          ,181.22    ,0         ,0         ,0        ,29.01   ,2808.38 ,0       ,0       ,0               ,255.061316288543,0         ,296.28623       ,0               ,557.18
2013-10-30,0          ,153.26    ,193.53    ,0         ,0        ,21.97   ,2415.75 ,950.62  ,0       ,0               ,258.14291035876 ,0         ,262.406615468074,0               ,414.96
2013-10-31,0          ,276.81    ,633.57    ,0         ,0        ,69.46   ,4779.79 ,3409.39 ,0       ,0               ,253.407660625   ,0         ,249.525901041667,0               ,1197.34
2013-11-01,0          ,281.1     ,677.68    ,0         ,0        ,68.31   ,4714.81 ,3542.29 ,0       ,0               ,251.092656666667,0         ,249.731352083333,0               ,1212.36
2013-11-02,0          ,289.26    ,11.09     ,0         ,0        ,76.56   ,5262.04 ,62.89   ,0       ,0               ,252.805217291667,0         ,251.692013643411,0               ,1252.76
2013-11-03,0          ,204.44    ,5.75      ,0         ,0        ,45.93   ,3614.79 ,31.69   ,0       ,0               ,256.9303416776  ,0         ,270.483360409378,0               ,773.31
2013-11-04,0          ,56.86     ,565.18    ,0         ,0        ,80.69   ,1182.22 ,3662.27 ,0       ,0               ,253.5301175     ,0         ,249.555000208333,0               ,1155.15
2013-11-05,0          ,0         ,678.85    ,0         ,0        ,68.21   ,0       ,3637.89 ,0       ,0               ,255.485295208333,0         ,248.603202708333,0               ,1180.75
2013-11-06,0          ,0         ,647.62    ,0         ,0        ,69.17   ,0       ,3684.22 ,0       ,0               ,258.393702854372,0         ,257.219915      ,0               ,1127.93
2013-11-07,0          ,148.58    ,623.9     ,0         ,0        ,89.51   ,3400.39 ,4449.92 ,0       ,0               ,254.128819583333,0         ,249.771197083333,0               ,1164.19
2013-11-08,0          ,259.94    ,670.56    ,0         ,0        ,69.84   ,4553.79 ,3661    ,0       ,0               ,252.740789375   ,0         ,249.218492708333,0               ,1186.6
2013-11-09,0          ,256.51    ,661.81    ,0         ,0        ,69.45   ,4514.81 ,3630.1  ,0       ,0               ,254.551657708333,0         ,249.247013541667,0               ,1174.61
2013-11-10,0          ,255.68    ,659.87    ,0         ,0        ,72.33   ,4582.15 ,3685.49 ,0       ,0               ,253.517031875   ,0         ,249.362300208333,0               ,1201.41
2013-11-11,0          ,228.51    ,673.1     ,0         ,0        ,76.61   ,4144.54 ,3804.54 ,0       ,0               ,251.459292708333,0         ,249.304299375   ,0               ,1257.28
2013-11-12,0          ,273.47    ,707.48    ,0         ,0        ,154.63  ,4591.03 ,3701.39 ,0       ,0               ,252.807203958333,0         ,249.577590416667,0               ,1167.56
2013-11-13,0          ,271.33    ,699.29    ,0         ,0        ,152.96  ,4572.44 ,3672.5  ,0       ,0               ,254.975511875   ,0         ,249.268202291667,0               ,1150.55
2013-11-14,0          ,274.55    ,707.27    ,0         ,0        ,150.8   ,4513.54 ,3623.51 ,0       ,0               ,253.84342875    ,0         ,248.990294166667,0               ,1162.76
