DATEPRD   ,prod_X7405f,prod_X5599,prod_X5351,prod_X7289,in_X7405f,in_X7078,in_X5599,in_X5351,in_X7289,pres_X7405f     ,pres_X7078      ,pres_X5599,pres_X5351      ,pres_X7289      ,prod_X7078
2013-11-15,0          ,277.47    ,714.35    ,0         ,0        ,147.79  ,4434.36 ,3557.83 ,0       ,0               ,253.752903541667,0         ,249.343710833333,0               ,1172.19
2013-11-16,0          ,280.21    ,721.6     ,0         ,0        ,147.88  ,4430.95 ,3556.08 ,0       ,0               ,253.176414375   ,0         ,249.484027916667,0               ,1185.38
2013-11-17,0          ,272.16    ,701.5     ,0         ,0        ,147.8   ,4408.28 ,3541.04 ,0       ,0               ,254.939874375   ,0         ,249.632595625   ,0               ,1156.62
2013-11-18,0          ,272.09    ,701.07    ,0         ,0        ,146.93  ,4386.52 ,3522.21 ,0       ,0               ,255.367340416667,0         ,249.769248333333,0               ,1155.28
2013-11-19,0          ,267.04    ,688.24    ,0         ,0        ,150.1   ,4436.04 ,3563.01 ,0       ,0               ,255.903885      ,0         ,249.934352291667,0               ,1145.31
2013-11-20,0          ,273.73    ,705.48    ,0         ,0        ,154.58  ,4385.6  ,3522.39 ,0       ,0               ,252.42585       ,0         ,250.356544166667,0               ,1222.99
2013-11-21,0          ,274.09    ,706.16    ,0         ,0        ,161.9   ,4517.5  ,3627.07 ,0       ,0               ,251.315953125   ,0         ,250.567981666667,0               ,1245.11
2013-11-22,0          ,277.75    ,715.3     ,0         ,0        ,160.58  ,4660.32 ,3740.28 ,0       ,0               ,251.565402978723,0         ,250.724816875   ,0               ,1213.11
2013-11-23,0          ,273.88    ,705.39    ,0         ,0        ,163.64  ,4669.75 ,3748.14 ,0       ,0               ,251.952334791667,0         ,250.911535833333,0               ,1216.54
2013-11-24,0          ,271.59    ,699.92    ,0         ,0        ,168.08  ,4693.14 ,3769.21 ,0       ,0               ,251.550700416667,0         ,250.979113541667,0               ,1232.91
2013-11-25,0          ,271.85    ,700.29    ,0         ,0        ,167.36  ,4699.31 ,3772.51 ,0       ,0               ,251.548047916667,0         ,251.082710625   ,0               ,1227.25
2013-11-26,0          ,272.84    ,702.39    ,0         ,0        ,163.13  ,4698.38 ,3769.38 ,0       ,0               ,252.324047291667,0         ,251.125820416667,0               ,1200.78
2013-11-27,0          ,272.37    ,701.55    ,0         ,0        ,168.54  ,4840.64 ,3885.61 ,0       ,0               ,251.243707083333,0         ,250.218461875   ,0               ,1202.03
2013-11-28,0          ,271.91    ,700.53    ,0         ,0        ,161.89  ,4675.53 ,3753.93 ,0       ,0               ,252.64801875    ,0         ,251.225467291667,0               ,1193.42
2013-11-29,0          ,270.19    ,696.45    ,0         ,0        ,163.9   ,4692.26 ,3769.31 ,0       ,0               ,252.47830375    ,0         ,251.377596458333,0               ,1196.26
2013-11-30,0          ,271.16    ,698.99    ,0         ,0        ,172.12  ,4718.06 ,3790.17 ,0       ,0               ,249.981885416667,0         ,251.492238541667,0               ,1253.95
2013-12-01,0          ,271.62    ,700.13    ,0         ,0        ,173.29  ,4680.42 ,3759.65 ,0       ,0               ,248.940547916667,0         ,251.459877708333,0               ,1274.74
2013-12-02,0          ,281.46    ,644.52    ,0         ,0        ,182.12  ,4898.97 ,4057.69 ,0       ,0               ,248.779649148936,0         ,251.50337       ,0               ,1326.29
2013-12-03,0          ,280.77    ,642.92    ,0         ,0        ,168.42  ,4559.79 ,3776.6  ,0       ,0               ,248.860403125   ,0         ,251.398586666667,0               ,1314.55
2013-12-04,0          ,271.96    ,623.26    ,0         ,0        ,177.45  ,4565.03 ,3784.08 ,0       ,0               ,248.033853541667,0         ,251.429725625   ,0               ,1340.01
2013-12-05,0          ,264.79    ,609.47    ,0         ,0        ,168.21  ,4322.85 ,3598.97 ,0       ,0               ,247.831256164531,0         ,251.943725274627,0               ,1306.06
2013-12-06,0          ,106.82    ,321.16    ,0         ,0        ,104.21  ,2329.9  ,2533.67 ,0       ,0               ,258.148593518053,0         ,257.076807432647,0               ,605.59
2013-12-07,0          ,251.57    ,577.46    ,0         ,0        ,162.79  ,4448.56 ,3693.45 ,0       ,0               ,247.62199       ,0         ,252.03772625    ,0               ,1166.9
2013-12-08,0          ,264.78    ,605.97    ,0         ,0        ,155.7   ,4465.29 ,3696.27 ,0       ,0               ,247.864982708333,0         ,252.07494875    ,0               ,1170.31
2013-12-09,0          ,105.28    ,308.67    ,0         ,0        ,78.4    ,1772.82 ,1880.09 ,0       ,0               ,250.274269080622,0         ,258.295774581393,0               ,590.11
2013-12-10,0          ,154.42    ,37.17     ,0         ,0        ,156.38  ,3920.94 ,341.39  ,0       ,0               ,255.443170385058,0         ,257.169124254176,0               ,780.7
2013-12-11,0          ,0         ,0         ,0         ,0        ,278.88  ,0       ,0       ,0       ,0               ,275.196536162514,0         ,298.54879       ,0               ,62.69
2013-12-12,0          ,209.17    ,56.35     ,0         ,0        ,193.09  ,4666.82 ,454.73  ,0       ,0               ,253.446411041667,0         ,263.679798412882,0               ,1096.97
2013-12-13,0          ,135.68    ,111.55    ,0         ,0        ,61.89   ,2923.13 ,869.24  ,0       ,0               ,254.307713883338,0         ,255.553048645306,0               ,364.15
2013-12-14,0          ,215.12    ,460.84    ,0         ,0        ,157.43  ,4195.22 ,3250.65 ,0       ,0               ,254.653991196524,0         ,256.820853737374,0               ,1023.24
2013-12-15,0          ,208.64    ,552.54    ,0         ,0        ,168.68  ,4105.88 ,3932.97 ,0       ,0               ,252.226093615065,0         ,255.865302630088,0               ,1086.49
2013-12-16,0          ,253.67    ,627.43    ,0         ,0        ,178.99  ,4686.25 ,4192.45 ,0       ,0               ,251.128942291667,0         ,252.113726458333,0               ,1228.17
2013-12-17,0          ,284.01    ,649.17    ,0         ,0        ,162.45  ,4582.57 ,3788.63 ,0       ,0               ,246.147874791667,0         ,251.89558375    ,0               ,1276.23
2013-12-18,0          ,275.19    ,629       ,0         ,0        ,173.5   ,4614.64 ,3815.13 ,0       ,0               ,245.549393541667,0         ,251.593570416667,0               ,1311.5
2013-12-19,0          ,274.85    ,628.24    ,0         ,0        ,173.34  ,4621.15 ,3820.52 ,0       ,0               ,245.617208958333,0         ,251.797578541667,0               ,1306.85
2013-12-20,0          ,151.55    ,388.08    ,0         ,0        ,145.17  ,3042.36 ,2817.86 ,0       ,0               ,250.187560782352,0         ,257.210867148869,0               ,916.69
2013-12-21,0          ,259.98    ,589.05    ,0         ,0        ,161.79  ,4637.57 ,3800.57 ,0       ,0               ,249.173597916667,0         ,252.789529166667,0               ,1149.7
2013-12-22,0          ,276.48    ,632.5     ,0         ,0        ,168.18  ,4647.11 ,3845.31 ,0       ,0               ,245.905841458333,0         ,252.075139166667,0               ,1268.29
2013-12-23,0          ,274.74    ,628.71    ,0         ,0        ,174.78  ,4680.9  ,3874.47 ,0       ,0               ,245.647340833333,0         ,252.11351       ,0               ,1300.33
2013-12-24,0          ,274.49    ,628.16    ,0         ,0        ,183.6   ,4794.06 ,3968.18 ,0       ,0               ,245.108493333333,0         ,252.063827708333,0               ,1332.52
2013-12-25,0          ,282.76    ,646.65    ,0         ,0        ,172.21  ,4669.52 ,3862.56 ,0       ,0               ,244.722248510638,0         ,252.104734583333,0               ,1321.87
2013-12-26,0          ,240.71    ,534.96    ,0         ,0        ,150.03  ,4037.87 ,3245.91 ,0       ,0               ,246.154582524164,0         ,252.74296128401 ,0               ,1133.69
2013-12-27,0          ,154.55    ,262.78    ,0         ,0        ,100.03  ,3023.07 ,1859.18 ,0       ,0               ,253.548678578073,0         ,260.52030822391 ,0               ,648.24
2013-12-28,0          ,268.24    ,615.33    ,0         ,0        ,165.29  ,4609.52 ,3824.65 ,0       ,0               ,245.723470208333,0         ,252.878875      ,0               ,1219.26
2013-12-29,0          ,273.76    ,627.72    ,0         ,0        ,166.72  ,4663.07 ,3867.43 ,0       ,0               ,246.104472291667,0         ,252.75698625    ,0               ,1240.64
2013-12-30,0          ,273.25    ,626.64    ,0         ,0        ,170.27  ,4645.61 ,3853.45 ,0       ,0               ,246.0911525     ,0         ,252.657684583333,0               ,1269.54
2013-12-31,0          ,239.21    ,529.54    ,0         ,0        ,129.97  ,4048.37 ,3241.57 ,0       ,0               ,250.786953463477,0         ,257.34540366436 ,0               ,973.43
2014-01-01,0          ,276.25    ,604.44    ,0         ,0        ,166.35  ,4858.05 ,3844.67 ,0       ,0               ,249.530852083333,0         ,253.116393333333,0               ,1199.06
2014-01-02,0          ,275.19    ,631.61    ,0         ,0        ,180.73  ,4749.76 ,3943.13 ,0       ,0               ,245.62159125    ,0         ,252.686360833333,0               ,1327.31
2014-01-03,0          ,232.87    ,619.46    ,0         ,0        ,179.9   ,4095.27 ,3940.4  ,0       ,0               ,245.717925416667,0         ,252.505852083333,0               ,1296.68
2014-01-04,0          ,171.12    ,358.71    ,0         ,0        ,93.66   ,2697.1  ,2044.94 ,0       ,0               ,246.705294778897,0         ,253.689719885883,0               ,753.22
2014-01-05,0          ,51.31     ,32.57     ,0         ,0        ,62.19   ,1406.06 ,322.78  ,0       ,0               ,258.601384337524,0         ,268.096675913675,0               ,287.7
2014-01-06,0          ,260.47    ,523.11    ,0         ,0        ,113.83  ,4812.54 ,3495.99 ,0       ,0               ,248.377582083333,0         ,254.446869166667,0               ,1109.93
2014-01-07,0          ,269.88    ,620.74    ,0         ,0        ,111.63  ,4512.67 ,3754.33 ,0       ,0               ,245.803745833333,0         ,252.579471041667,0               ,1202.73
2014-01-08,0          ,281.94    ,647.63    ,0         ,0        ,111.77  ,4660.42 ,3872.19 ,0       ,0               ,245.899801914894,0         ,252.470644166667,0               ,1218.19
2014-01-09,0          ,275.23    ,632.21    ,0         ,0        ,114.97  ,4592.62 ,3815.77 ,0       ,0               ,245.126541489362,0         ,252.129655416667,0               ,1241.32
2014-01-10,0          ,275.86    ,633.44    ,0         ,0        ,115.77  ,4590.65 ,3812.78 ,0       ,0               ,244.820114375   ,0         ,252.116463541667,0               ,1253.36
2014-01-11,0          ,274.6     ,630.81    ,0         ,0        ,116.63  ,4511.31 ,3748.41 ,0       ,0               ,244.247795416667,0         ,252.079524583333,0               ,1279.02
2014-01-12,0          ,273.45    ,628.08    ,0         ,0        ,114.01  ,4399.34 ,3654.9  ,0       ,0               ,244.3047625     ,0         ,252.01889875    ,303.7471        ,1276.71
2014-01-13,0          ,275.89    ,633.9     ,0         ,0        ,117.72  ,4538.73 ,3771.95 ,0       ,0               ,243.504987659574,0         ,252.094780416667,303.95541       ,1289.27
2014-01-14,0          ,269.08    ,618.13    ,0         ,0        ,126.59  ,4678.58 ,3887.39 ,0       ,0               ,243.902692708333,0         ,252.144861458333,303.37705       ,1311.79
2014-01-15,0          ,213.77    ,600.53    ,0         ,0        ,176.58  ,3755.7  ,3816.14 ,0       ,0               ,243.994196458333,0         ,251.972897291667,304.40504       ,1274.05
2014-01-16,0          ,203.72    ,604.43    ,351.05    ,0        ,163.83  ,3384.2  ,3631.86 ,0       ,0               ,244.154463404255,0         ,252.176973829787,241.77085787234 ,1250.06
2014-01-17,0          ,269.91    ,619.14    ,485.34    ,0        ,171.49  ,4523.61 ,3753.18 ,0       ,0               ,243.932024042553,0         ,252.47988106383 ,213.851844042553,1297.07
2014-01-18,0          ,83.39     ,593.68    ,513.12    ,0        ,195.78  ,1613.29 ,4154.28 ,0       ,0               ,244.172733125   ,0         ,252.247355      ,206.614838125   ,1282.74
2014-01-19,0          ,0         ,568.99    ,497.55    ,0        ,169.32  ,0       ,3588    ,0       ,0               ,244.436600833333,0         ,252.425201875   ,203.074779375   ,1231.07
2014-01-20,0          ,0         ,580.12    ,469.59    ,0        ,169.26  ,0       ,3641.23 ,0       ,0               ,244.508298297872,0         ,252.626880212766,203.980612978723,1236.35
2014-01-21,0          ,0         ,570.78    ,479.09    ,0        ,195.54  ,0       ,4108.54 ,0       ,0               ,244.996247708333,0         ,252.75209375    ,201.567832083333,1245.46
2014-01-22,0          ,0         ,597.45    ,495.13    ,0        ,186.83  ,0       ,3948.04 ,0       ,0               ,245.357781666667,0         ,252.919487291667,199.666168541667,1296.27
2014-01-23,0          ,0         ,623.72    ,430.23    ,0        ,187.17  ,0       ,3957.72 ,0       ,0               ,245.715818958333,0         ,253.101340625   ,200.192404166667,1352.45
2014-01-24,0          ,23.51     ,594.99    ,409.09    ,0        ,205.2   ,471.64  ,4316.53 ,0       ,0               ,245.986992916667,0         ,253.2062575     ,200.637579166667,1296.83
2014-01-25,0          ,111.81    ,651.77    ,443.84    ,0        ,91.41   ,1981.08 ,4176.89 ,0       ,0               ,247.297301348659,0         ,253.353739375   ,200.993388125   ,653.96
2014-01-26,0          ,146.41    ,527.7     ,360.8     ,0        ,193.2   ,3150.01 ,4106.52 ,0       ,0               ,242.311750833333,0         ,253.445343958333,200.4885375     ,1138.27
2014-01-27,0          ,152.65    ,526.02    ,362.03    ,0        ,176.91  ,3032.59 ,3779.71 ,0       ,0               ,244.1733025     ,0         ,253.646379375   ,200.176373958333,1128.83
2014-01-28,0          ,71.22     ,555.86    ,377.77    ,0        ,182.52  ,1389.39 ,3922.25 ,0       ,0               ,243.343506666667,0         ,253.656221458333,201.553174583333,1185.93
2014-01-29,0          ,3.99      ,241.01    ,0         ,0        ,36.44   ,55.23   ,1207.68 ,0       ,0               ,244.984988936496,0         ,254.372201412865,200.495721040278,473.89
2014-01-30,0          ,0         ,0         ,0         ,0        ,0       ,0       ,0       ,0       ,0               ,0               ,0         ,0               ,0               ,0
2014-01-31,0          ,253.72    ,415.55    ,0         ,0        ,116.26  ,4570.42 ,2707.54 ,0       ,0               ,254.658817216618,0         ,261.371033622142,212.380542275601,1162.85
2014-02-01,0          ,242.4     ,563.55    ,356.46    ,0        ,131.17  ,4844.61 ,4073.9  ,0       ,0               ,246.528961666667,0         ,254.325142708333,200.39694       ,1182.42
2014-02-02,0          ,249.21    ,578.73    ,338.4     ,0        ,144.47  ,4896.26 ,4112.64 ,0       ,0               ,240.618789791667,0         ,254.370382708333,200.858843125   ,1324.83
2014-02-03,0          ,250.29    ,581.16    ,336       ,0        ,144.48  ,4815.29 ,4044.06 ,0       ,0               ,240.032287291667,0         ,253.94892625    ,200.128075208333,1353.04
2014-02-04,0          ,249.14    ,578.4     ,325.52    ,0        ,146.19  ,4816.71 ,4044.66 ,0       ,0               ,239.802468125   ,0         ,253.70067125    ,199.892765      ,1362.32
2014-02-05,0          ,249.99    ,580.14    ,312.16    ,0        ,143.9   ,4782.87 ,4014.64 ,0       ,0               ,239.899172083333,0         ,253.354840625   ,200.064181458333,1355.11
2014-02-06,0          ,129.54    ,195.27    ,117.66    ,0        ,26.61   ,1843.98 ,1005.36 ,0       ,0               ,241.3525231237  ,0         ,256.163637973449,201.713627777778,336.75
2014-02-07,0          ,0         ,0         ,0         ,0        ,0       ,0       ,0       ,0       ,0               ,0               ,0         ,0               ,0               ,0
2014-02-08,0          ,37.32     ,506.83    ,381.23    ,0        ,8.65    ,412.45  ,2026.11 ,0       ,0               ,257.741473688592,0         ,260.069840211234,218.037926091742,140.99
2014-02-09,0          ,246.21    ,562.95    ,373.59    ,0        ,120.07  ,4568.55 ,3778.27 ,0       ,0               ,244.724173125   ,0         ,252.357480416667,200.951283958333,1165.83
2014-02-10,0          ,25.89     ,299.48    ,334.24    ,0        ,14.22   ,562.93  ,2355.36 ,0       ,0               ,241.723194232497,0         ,258.662909043283,205.635070971972,117.82
2014-02-11,0          ,0         ,308.34    ,262.69    ,0        ,0       ,0       ,2533.37 ,0       ,0               ,310.83062       ,0         ,254.437575645047,200.273583311265,0
2014-02-12,0          ,227.19    ,433.55    ,334.29    ,0        ,103.12  ,4426.63 ,3055.39 ,0       ,0               ,252.665909970271,0         ,258.227736342206,210.426348249194,953.58
2014-02-13,0          ,261.34    ,597.34    ,369.51    ,0        ,119.54  ,4702.65 ,3887.9  ,0       ,0               ,242.341392916667,0         ,252.8505175     ,199.808958125   ,1196.82
2014-02-14,0          ,265.94    ,607.85    ,348.32    ,0        ,123.73  ,4792.39 ,3962.09 ,0       ,0               ,241.097421458333,0         ,252.768355625   ,199.951508125   ,1237.04
2014-02-15,0          ,219.14    ,600.91    ,337.97    ,0        ,123.2   ,3988.56 ,3956.09 ,0       ,0               ,241.252933958333,0         ,252.729280208333,199.247756875   ,1219.55
2014-02-16,0          ,266.27    ,609.6     ,308.48    ,0        ,123.51  ,4788.29 ,3965.12 ,0       ,0               ,241.805846458333,0         ,253.252780416667,200.852716666667,1237.45
2014-02-17,0          ,269.76    ,616.6     ,262.46    ,0        ,122.52  ,4822.19 ,3986.73 ,0       ,0               ,241.426345      ,0         ,253.374244166667,200.864615208333,1234.86
2014-02-18,0          ,188.33    ,332.49    ,134.26    ,0        ,65.88   ,3440.5  ,2197.02 ,0       ,0               ,253.300306651737,0         ,259.433577669012,208.112813972509,649.74
2014-02-19,0          ,266.53    ,597.13    ,301.33    ,0        ,111.46  ,4947.36 ,4009.05 ,0       ,0               ,247.439388958333,0         ,253.683667708333,203.093820625   ,1081.91
2014-02-20,0          ,273.39    ,624.9     ,281.26    ,0        ,119.33  ,4777.29 ,3949.62 ,0       ,0               ,240.917325833333,0         ,253.671781041667,199.764593125   ,1230.32
2014-02-21,0          ,276.26    ,631.46    ,255.93    ,0        ,122.61  ,4889.52 ,4042.4  ,0       ,0               ,240.3100975     ,0         ,253.756146458333,200.711802916667,1248.17
2014-02-22,0          ,280.32    ,640.73    ,252.46    ,0        ,122.94  ,5003.19 ,4136.37 ,0       ,0               ,240.888502708333,0         ,253.512895625   ,201.181073333333,1241.05
2014-02-23,0          ,275.25    ,629.14    ,250.86    ,0        ,123.19  ,4911.06 ,4060.2  ,0       ,0               ,240.389071875   ,0         ,253.212748958333,200.953184583333,1243.91
2014-02-24,0          ,276.34    ,631.65    ,278.48    ,0        ,113.2   ,4654.95 ,3848.47 ,0       ,0               ,240.281434893617,0         ,253.078398958333,200.599547916667,1210.72
2014-02-25,0          ,269.44    ,615.86    ,268.59    ,0        ,116.95  ,4638.2  ,3834.62 ,0       ,0               ,238.187230208333,0         ,252.350881666667,199.226281041667,1223.99
2014-02-26,0          ,269.07    ,615.02    ,265.37    ,0        ,117.97  ,4673.49 ,3863.8  ,0       ,0               ,239.720335416667,0         ,253.448385625   ,200.610108333333,1223.72
2014-02-27,0          ,266.84    ,609.92    ,259.99    ,0        ,117.06  ,4652.08 ,3846.09 ,0       ,0               ,239.978486666667,0         ,253.611169166667,200.175430208333,1209.75
2014-02-28,0          ,270       ,617.13    ,251.09    ,0        ,115.4   ,4645.86 ,3840.95 ,0       ,0               ,240.112826041667,0         ,253.838190416667,200.539529166667,1208.28
2014-03-01,0          ,262.88    ,600.87    ,242.16    ,0        ,117.09  ,4664.63 ,3856.48 ,0       ,0               ,239.9056525     ,0         ,253.980946458333,200.096749166667,1188.83
2014-03-02,0          ,262.86    ,600.82    ,239.92    ,0        ,118.5   ,4673.85 ,3864.11 ,0       ,0               ,239.981678333333,0         ,254.082816875   ,199.965218541667,1200.67
2014-03-03,0          ,270.42    ,616.36    ,236.48    ,0        ,114.53  ,4652.16 ,3835.29 ,0       ,0               ,240.123462765957,0         ,253.790947021277,199.915855744681,1199.47
2014-03-04,0          ,264.68    ,604.97    ,226.36    ,0        ,120.91  ,4825.41 ,3989.39 ,0       ,0               ,240.060339166667,0         ,253.712803958333,200.341785625   ,1194.84
2014-03-05,0          ,266.65    ,609.49    ,232.62    ,0        ,111.44  ,4544.46 ,3757.12 ,0       ,0               ,240.329872083333,0         ,253.859527291667,200.15247       ,1178.12
2014-03-06,0          ,268.37    ,613.41    ,230.65    ,0        ,111.85  ,4545.9  ,3758.3  ,0       ,0               ,240.161090833333,0         ,254.065632916667,200.401720416667,1189.71
2014-03-07,0          ,260.52    ,595.48    ,231.96    ,0        ,118.58  ,4574.46 ,3781.92 ,0       ,0               ,238.524342708333,0         ,254.222354583333,200.115968541667,1216.72
2014-03-08,0          ,258.63    ,591.15    ,229.4     ,0        ,130.64  ,4569.44 ,3777.77 ,0       ,0               ,235.253127916667,0         ,254.33059625    ,200.21648375    ,1332.15
2014-03-09,0          ,260.25    ,594.86    ,227.01    ,0        ,127.47  ,4575.64 ,3782.9  ,0       ,0               ,235.307351875   ,0         ,254.484157291667,201.233337083333,1306.23
2014-03-10,0          ,258.2     ,534.84    ,261.49    ,0        ,131.83  ,4624.95 ,3756.39 ,0       ,0               ,234.725367708333,0         ,254.603909583333,200.418394583333,1326.01
2014-03-11,0          ,255.86    ,529.99    ,264.28    ,0        ,133.44  ,4626.95 ,3758.02 ,0       ,0               ,234.834586041667,0         ,254.730144375   ,200.079641875   ,1329.45
2014-03-12,0          ,254.22    ,526.6     ,264.46    ,0        ,131.14  ,4587.75 ,3726.18 ,0       ,0               ,235.0608025     ,0         ,255.2303525     ,199.936017291667,1309.27
2014-03-13,0          ,255.14    ,543.99    ,254.96    ,0        ,150.17  ,5230.65 ,4033.79 ,0       ,0               ,234.921906808511,0         ,254.87194       ,199.824675957447,1319.73
2014-03-14,0          ,253.39    ,542.98    ,257.13    ,0        ,136.27  ,4748.28 ,3680.28 ,0       ,0               ,234.743054375   ,0         ,254.76726875    ,199.617485416667,1310.19
2014-03-15,0          ,253.68    ,543.6     ,255.09    ,0        ,139.79  ,4822.3  ,3737.65 ,0       ,0               ,234.709337291667,0         ,254.76167       ,200.014324375   ,1324.86
2014-03-16,0          ,251.39    ,538.68    ,248.63    ,0        ,141.93  ,4915.37 ,3809.79 ,0       ,0               ,234.7491325     ,0         ,254.80933875    ,200.197957708333,1307.78
2014-03-17,0          ,252.82    ,541.75    ,248.22    ,0        ,141.5   ,4921.53 ,3814.56 ,0       ,0               ,234.767905416667,0         ,255.083215208333,199.884129375   ,1309.6
2014-03-18,0          ,249.78    ,535.24    ,244.88    ,0        ,136.55  ,4828.58 ,3742.52 ,0       ,0               ,235.326453958333,0         ,255.139402291667,199.8634825     ,1272.58
2014-03-19,0          ,203.75    ,539.1     ,236.67    ,0        ,95.87   ,3733.71 ,3573.17 ,0       ,0               ,235.559506041667,0         ,254.679845625   ,199.71486625    ,1284.05
2014-03-20,0          ,240.81    ,547.51    ,225.45    ,0        ,169.6   ,4399.49 ,3618.06 ,0       ,0               ,235.244575416667,0         ,255.368308333333,200.387910416667,1308.95
2014-03-21,0          ,252.33    ,540.7     ,229.31    ,0        ,168.75  ,4637.27 ,3594.24 ,0       ,0               ,235.110544166667,0         ,255.329639375   ,199.740060625   ,1294.7
2014-03-22,0          ,155.75    ,302.51    ,192.31    ,0        ,70.7    ,2593.72 ,1822.18 ,0       ,0               ,237.120635931414,0         ,259.884381289422,200.229161056067,598.56
2014-03-23,0          ,220.76    ,432.1     ,267.64    ,0        ,137.75  ,4556.93 ,3226.24 ,0       ,0               ,241.77139625    ,0         ,258.314903125   ,199.8850125     ,940.92
2014-03-24,0          ,89.41     ,106.91    ,24.01     ,0        ,31.46   ,1609.46 ,696.14  ,0       ,0               ,237.747218980357,0         ,257.298420080321,202.559283697227,246.43
2014-03-25,0          ,48.29     ,9.81      ,178.5     ,0        ,53.77   ,1664.34 ,122.3   ,0       ,0               ,256.41249105083 ,0         ,276.315118622012,208.313277523705,219.97
2014-03-26,0          ,269       ,486.84    ,72.79     ,0        ,147.51  ,4770.16 ,3122.64 ,0       ,0               ,242.576751666667,0         ,258.183935625   ,200.113524166667,1172.89
2014-03-27,0          ,89.6      ,164.78    ,197.56    ,0        ,89.38   ,2269.68 ,1509.83 ,0       ,0               ,238.577487643901,0         ,261.341869489216,208.807112938208,497.54
2014-03-28,0          ,20.58     ,401.02    ,295.02    ,0        ,30.52   ,493.1   ,3475.35 ,0       ,0               ,260.199892000169,0         ,260.620700416667,214.068149166667,179.61
2014-03-29,0          ,103.6     ,140.74    ,190.24    ,0        ,58.31   ,2382.29 ,1170.58 ,0       ,0               ,259.274911625226,0         ,268.293189707255,212.857068087236,357.54
2014-03-30,0          ,234.42    ,487.12    ,343.28    ,0        ,153.51  ,4563.64 ,3430.13 ,0       ,0               ,235.741840227273,0         ,255.79501       ,199.969755454545,1111.8
2014-03-31,0          ,247.62    ,530.62    ,232.99    ,0        ,171.46  ,4745.08 ,3677.86 ,0       ,0               ,235.01954375    ,0         ,255.800964791667,200.092151666667,1261.62
2014-04-01,0          ,246.51    ,528.32    ,244.15    ,0        ,172.76  ,4765.39 ,3694.08 ,0       ,0               ,235.155808333333,0         ,255.78118       ,201.4224075     ,1260.09
2014-04-02,0          ,247.15    ,529.68    ,243.97    ,0        ,173.27  ,4783.94 ,3708.42 ,0       ,0               ,235.400797083333,0         ,255.697329375   ,201.166395625   ,1262.15
2014-04-03,0          ,248.03    ,531.58    ,244.72    ,0        ,174     ,4805.62 ,3725.35 ,0       ,0               ,235.289303333333,0         ,255.810247916667,200.827225833333,1266.28
2014-04-04,0          ,206.64    ,539.14    ,248.08    ,0        ,152.74  ,5324.8  ,3280.28 ,0       ,0               ,235.333329166667,0         ,255.895891041667,200.369684583333,1280.31
2014-04-05,0          ,210.29    ,539.2     ,245.44    ,0        ,152.04  ,5367.46 ,3249.45 ,0       ,0               ,235.418441276596,0         ,255.934369148936,200.441055957447,1286.67
2014-04-06,0          ,171.1     ,401.1     ,183.67    ,0        ,103.78  ,4142.76 ,2293.01 ,0       ,0               ,236.570803026419,0         ,256.696756995885,200.385265099065,925.83
2014-04-07,0          ,12.44     ,428.03    ,208.02    ,0        ,6.93    ,352.23  ,3101.81 ,0       ,0               ,259.067489252791,0         ,260.684203887698,206.971416274563,52.88
2014-04-08,0          ,198.5     ,543.96    ,240.57    ,0        ,125.09  ,5153.94 ,3614.91 ,0       ,0               ,243.108703333333,0         ,255.671115625   ,199.909044791667,1040.68
2014-04-09,0          ,209.39    ,573.63    ,249.1     ,0        ,138.72  ,5151.32 ,3612.1  ,0       ,0               ,235.152372083333,0         ,255.926043541667,200.106830625   ,1217.92
2014-04-10,0          ,202.46    ,294.4     ,220.07    ,0        ,110.4   ,4900.96 ,1824.07 ,0       ,0               ,244.140768044432,0         ,261.779017265975,203.133391651744,985.07
2014-04-11,0          ,213.71    ,585.5     ,251.02    ,0        ,141.02  ,5169.15 ,3624.79 ,0       ,310.37614       ,235.307363333333,0         ,255.917259791667,200.078907708333,1259.32
2014-04-12,0          ,213.39    ,584.55    ,249.52    ,0        ,140.53  ,5162.14 ,3619.35 ,0       ,303.50078       ,235.120083333333,0         ,256.133248958333,199.964206875   ,1254.79
2014-04-13,0          ,210.65    ,577.19    ,246.85    ,0        ,142.97  ,5203.53 ,3649.33 ,0       ,303.53481       ,235.381026875   ,0         ,256.171319583333,200.317248958333,1250.18
2014-04-14,0          ,215.16    ,584.55    ,247.48    ,0        ,139.97  ,5223.19 ,3632.11 ,0       ,303.78228       ,235.55491787234 ,0         ,256.281271489362,200.378721458333,1245.44
2014-04-15,0          ,210.76    ,577.68    ,247.69    ,0        ,144.33  ,5227.06 ,3667.07 ,0       ,303.85821       ,235.534432291667,0         ,256.423687083333,200.217229791667,1256.97
2014-04-16,0          ,210.38    ,576.69    ,247.99    ,0        ,143.7   ,5228.24 ,3668.25 ,0       ,303.79187       ,234.923210833333,0         ,255.866422291667,199.50073       ,1248.98
2014-04-17,0          ,213       ,583.62    ,250.07    ,0        ,143.9   ,5223.16 ,3663.09 ,0       ,304.33518       ,235.117033333333,0         ,256.675970625   ,200.2243225     ,1267.54
2014-04-18,0          ,210.99    ,578       ,247.18    ,0        ,144.3   ,5232.14 ,3668.67 ,0       ,304.84859       ,235.545546458333,0         ,256.745660208333,200.156381458333,1256.91
2014-04-19,0          ,211.19    ,578.95    ,251.39    ,0        ,147.55  ,5243.69 ,3679.37 ,0       ,305.37149       ,234.98512       ,0         ,256.841312083333,199.517332916667,1283.57
